Fri Oct 25 04:11:42 2024

Number of Points = 51000
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.000000	0.262536	0.000000	0.000170	0.498802

2.839020	-0.828105	0.003328	-0.000518	0.498747
3.065875	-1.089871	0.006656	-0.000573	0.498290
2.624436	-1.126498	0.009984	-0.000466	0.497763
-1.089364	0.225806	0.013312	0.000434	0.497641
0.461571	-0.333143	0.016640	0.000058	0.497707
0.765985	-0.467337	0.019968	-0.000016	0.497657
3.208796	-1.550515	0.023296	-0.000607	0.497234
0.817420	-0.803325	0.026624	-0.000028	0.496833
0.768338	-0.920700	0.029952	-0.000016	0.496479
-1.602031	-0.001907	0.033280	0.000558	0.496546
1.658645	-1.272743	0.036608	-0.000232	0.496437
0.738085	-1.031384	0.039936	-0.000009	0.496162
1.253027	-1.436376	0.043264	-0.000134	0.495611
-2.128658	-0.186602	0.046592	0.000686	0.495548
-0.924396	-0.656554	0.049920	0.000394	0.495505
-1.892335	-0.235091	0.053248	0.000628	0.495654
0.502652	-1.238467	0.056576	0.000048	0.495390
-1.604979	-0.462882	0.059904	0.000559	0.495342
-0.521876	-1.009343	0.063232	0.000296	0.494981
-2.147510	-0.361782	0.066560	0.000690	0.495072
-1.474436	-0.706384	0.069888	0.000527	0.494834
-1.449427	-0.721863	0.073216	0.000521	0.494819
-0.137745	-1.333446	0.076544	0.000203	0.494512
-0.704108	-1.221103	0.079872	0.000340	0.494248
-1.817770	-0.949412	0.083200	0.000610	0.493860
-1.432104	-1.117716	0.086528	0.000517	0.493800
-2.002071	-1.010442	0.089856	0.000655	0.493519
-1.538685	-1.259368	0.093184	0.000543	0.493324
-2.183354	-1.142277	0.096512	0.000699	0.492994
-1.869177	-1.304433	0.099840	0.000623	0.492879
-3.791218	-0.691458	0.103168	0.001088	0.492587
-3.583977	-0.692565	0.106496	0.001038	0.492789
-4.001920	-0.546567	0.109824	0.001139	0.492759
-2.170528	-1.278048	0.113152	0.000696	0.492651
-3.498237	-0.887833	0.116480	0.001017	0.492361
-3.736926	-0.825691	0.119808	0.001075	0.492288
-4.029885	-0.719545	0.123136	0.001146	0.492277
-2.795209	-1.233819	0.126464	0.000847	0.492149
