Fri Oct 25 03:53:56 2024

Number of Points = 51000
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.000000	0.255110	0.000000	0.000179	0.496254

0.067514	0.246250	0.003328	0.000163	0.496297
-0.385608	0.484424	0.006656	0.000272	0.496473
0.887967	-0.042185	0.009984	-0.000036	0.496351
1.581867	-0.322336	0.013312	-0.000204	0.496302
1.144493	-0.269164	0.016640	-0.000098	0.496011
1.546297	-0.473672	0.019968	-0.000196	0.495872
-0.246124	0.088965	0.023296	0.000239	0.495578
0.654754	-0.218063	0.026624	0.000021	0.495662
0.324914	-0.243283	0.029952	0.000100	0.495272
0.039815	-0.098763	0.033280	0.000170	0.495369
-1.961769	0.557556	0.036608	0.000655	0.495113
-0.895450	0.259622	0.039936	0.000396	0.495384
-1.120617	0.342435	0.043264	0.000451	0.495379
1.098871	-0.524050	0.046592	-0.000087	0.495300
-1.197475	0.166927	0.049920	0.000470	0.494844
-0.414969	-0.071874	0.053248	0.000280	0.494991
-2.853079	0.767050	0.056576	0.000871	0.494782
-0.176214	-0.163317	0.059904	0.000222	0.494987
-0.738887	-0.104278	0.063232	0.000359	0.494586
0.348538	-0.606120	0.066560	0.000095	0.494345
-2.150523	0.253336	0.069888	0.000701	0.494130
-1.811774	0.130310	0.073216	0.000619	0.494142
-2.119063	0.233566	0.076544	0.000693	0.494109
0.357256	-0.828425	0.079872	0.000093	0.493771
-1.907125	-0.140543	0.083200	0.000642	0.493338
-1.552203	-0.329443	0.086528	0.000556	0.493193
-2.967803	0.202639	0.089856	0.000899	0.493189
-1.977123	-0.218885	0.093184	0.000659	0.493063
-2.062097	-0.253494	0.096512	0.000680	0.492888
-1.103782	-0.752112	0.099840	0.000447	0.492527
-3.440838	0.030504	0.103168	0.001014	0.492269
-3.136661	-0.086228	0.106496	0.000940	0.492263
-4.070919	0.269742	0.109824	0.001166	0.492273
-2.530818	-0.370355	0.113152	0.000793	0.492116
-3.534497	-0.003648	0.116480	0.001036	0.492086
-2.926017	-0.346223	0.119808	0.000889	0.491788
-3.815459	0.027830	0.123136	0.001105	0.491890
-3.759234	-0.149215	0.126464	0.001091	0.491480
-3.716093	-0.103744	0.129792	0.001081	0.491642
-3.092421	-0.519088	0.133120	0.000930	0.491167
-2.833962	-0.602714	0.136448	0.000867	0.491203
-4.312796	-0.279887	0.139776	0.001225	0.490585
-5.222269	0.184267	0.143104	0.001446	0.490905
-4.972238	-0.038758	0.146432	0.001385	0.490565
-3.682505	-0.467992	0.149760	0.001073	0.490715
-4.652627	-0.296947	0.153088	0.001308	0.490202
-4.629620	-0.247097	0.156416	0.001302	0.490356
-6.454685	0.347682	0.159744	0.001744	0.490110
-4.842371	-0.189313	0.163072	0.001354	0.490297
-4.150127	-0.610391	0.166400	0.001186	0.489874
-3.598541	-0.884274	0.169728	0.001053	0.489699
-5.910565	-0.206548	0.173056	0.001613	0.489187
-6.820934	0.200301	0.176384	0.001833	0.489356
-6.534184	0.025916	0.179712	0.001764	0.489180
-4.288333	-0.834637	0.183040	0.001220	0.489143
-5.461851	-0.535925	0.186368	0.001504	0.488763
-5.590366	-0.569531	0.189696	0.001535	0.488545
-7.552688	0.112305	0.193024	0.002011	0.488392
-5.265740	-0.745171	0.196352	0.001457	0.488404
-6.477219	-0.433204	0.199680	0.001750	0.488021
-5.525378	-0.867983	0.203008	0.001520	0.487819
-8.292673	0.094889	0.206336	0.002190	0.487606
-7.619094	-0.155875	0.209664	0.002027	0.487614
-7.810260	0.006621	0.212992	0.002074	0.487854
-5.211462	-1.110195	0.216320	0.001444	0.487490
-6.877358	-0.564872	0.219648	0.001848	0.487270
-7.959082	-0.322045	0.222976	0.002110	0.486832
-10.065601	0.605410	0.226304	0.002620	0.487187
-8.103055	-0.167010	0.229632	0.002145	0.487100
-6.906795	-0.567646	0.232960	0.001855	0.487233
-7.800506	-0.423556	0.236288	0.002071	0.486721
-8.379851	-0.189823	0.239616	0.002212	0.486761
-8.687505	-0.197879	0.242944	0.002286	0.486431
-7.576776	-0.558719	0.246272	0.002017	0.486585
-7.624335	-0.779219	0.249600	0.002029	0.485951
-6.813287	-1.083222	0.252928	0.001833	0.485955
-9.653454	-0.238206	0.256256	0.002521	0.485354
-9.349935	-0.302199	0.259584	0.002447	0.485488
-9.799431	-0.152153	0.262912	0.002556	0.485436
-6.522079	-1.448536	0.266240	0.001762	0.485274
-9.515935	-0.570154	0.269568	0.002488	0.484606
-9.190854	-0.655392	0.272896	0.002409	0.484706
-12.296873	0.472267	0.276224	0.003161	0.484590
-9.292480	-0.574422	0.279552	0.002433	0.484819
-10.294031	-0.319223	0.282880	0.002676	0.484492
-8.972595	-0.838430	0.286208	0.002356	0.484436
-10.184634	-0.476791	0.289536	0.002650	0.484181
-10.144172	-0.552585	0.292864	0.002640	0.484020
