Thu Oct 24 23:18:44 2024

Number of Points = 51000
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.000000	0.276293	0.000000	0.000179	0.502826

-0.171878	0.363862	0.003328	0.000220	0.502885
0.267130	0.296523	0.006656	0.000114	0.503137
0.494532	0.210577	0.009984	0.000059	0.503136
0.342413	0.234385	0.013312	0.000095	0.503050
-0.311463	0.476547	0.016640	0.000254	0.503040
0.018900	0.387697	0.019968	0.000174	0.503132
0.099628	0.316502	0.023296	0.000154	0.503027
0.140935	0.220270	0.026624	0.000144	0.502820
0.263541	0.176725	0.029952	0.000114	0.502827
0.338737	0.071018	0.033280	0.000096	0.502628
0.170084	0.089575	0.036608	0.000137	0.502512
0.136812	-0.002568	0.039936	0.000145	0.502243
-0.001058	0.006591	0.043264	0.000178	0.502133
0.096025	-0.126419	0.046592	0.000155	0.501885
-0.289974	-0.080110	0.049920	0.000248	0.501630
-0.113571	-0.206015	0.053248	0.000205	0.501476
-0.552788	-0.127463	0.056576	0.000312	0.501252
-0.210197	-0.344095	0.059904	0.000229	0.501027
-0.758860	-0.219796	0.063232	0.000362	0.500814
-0.784243	-0.277314	0.066560	0.000368	0.500641
-1.103951	-0.275446	0.069888	0.000445	0.500335
-0.903740	-0.406141	0.073216	0.000397	0.500192
-1.091272	-0.405080	0.076544	0.000442	0.500012
-0.961496	-0.561168	0.079872	0.000411	0.499735
-1.479932	-0.477101	0.083200	0.000536	0.499447
-1.327265	-0.617898	0.086528	0.000499	0.499232
-1.671251	-0.546860	0.089856	0.000582	0.499080
-1.681449	-0.658608	0.093184	0.000585	0.498781
-1.368141	-0.885824	0.096512	0.000509	0.498498
-1.485450	-0.971444	0.099840	0.000537	0.498161
-1.730146	-1.002731	0.103168	0.000597	0.497841
-2.237228	-0.927698	0.106496	0.000719	0.497539
-2.016453	-1.095479	0.109824	0.000666	0.497319
-2.180194	-1.152840	0.113152	0.000706	0.497010
-1.960016	-1.354509	0.116480	0.000652	0.496701
-2.697731	-1.217071	0.119808	0.000831	0.496335
-2.801674	-1.262222	0.123136	0.000856	0.496116
-2.858822	-1.335025	0.126464	0.000870	0.495870
-2.464458	-1.600587	0.129792	0.000774	0.495565
-3.041951	-1.517013	0.133120	0.000914	0.495215
-2.913611	-1.682547	0.136448	0.000883	0.494909
-3.660952	-1.496009	0.139776	0.001064	0.494661
-3.552848	-1.638678	0.143104	0.001038	0.494394
-3.081511	-1.949480	0.146432	0.000924	0.494046
-2.966992	-2.131785	0.149760	0.000896	0.493682
-3.778205	-1.977338	0.153088	0.001092	0.493285
-4.163208	-1.939366	0.156416	0.001186	0.493005
-4.321705	-1.943911	0.159744	0.001224	0.492836
-3.698220	-2.320160	0.163072	0.001073	0.492465
-3.677547	-2.472022	0.166400	0.001068	0.492087
-4.585448	-2.278042	0.169728	0.001288	0.491698
-5.274095	-2.110099	0.173056	0.001455	0.491457
-4.959822	-2.285132	0.176384	0.001379	0.491308
-4.716927	-2.486488	0.179712	0.001320	0.491019
-4.460833	-2.737555	0.183040	0.001258	0.490612
