Thu Oct 24 21:13:11 2024

Number of Points = 51000
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.000000	-0.092032	0.000000	-0.000063	0.499438

-0.294965	0.005550	0.003328	0.000008	0.499403
-0.333455	0.018235	0.006656	0.000017	0.499399
-0.452802	0.062291	0.009984	0.000046	0.499397
-0.298341	0.007397	0.013312	0.000009	0.499405
-0.307238	-0.063822	0.016640	0.000011	0.499212
-0.303043	-0.111539	0.019968	0.000010	0.499093
-0.389520	-0.132156	0.023296	0.000031	0.498955
-0.450829	-0.177121	0.026624	0.000045	0.498779
-0.287945	-0.305348	0.029952	0.000006	0.498606
-0.258675	-0.386667	0.033280	-0.000001	0.498423
-0.204067	-0.522940	0.036608	-0.000014	0.498123
-0.200878	-0.632418	0.039936	-0.000015	0.497842
-0.296193	-0.718308	0.043264	0.000008	0.497526
-0.083945	-0.933161	0.046592	-0.000043	0.497175
-0.219564	-1.020450	0.049920	-0.000011	0.496815
-0.214187	-1.164392	0.053248	-0.000012	0.496446
-0.412210	-1.241520	0.056576	0.000036	0.496050
-0.386875	-1.414015	0.059904	0.000030	0.495625
-0.484022	-1.529836	0.063232	0.000053	0.495227
-0.436920	-1.700778	0.066560	0.000042	0.494827
-0.727816	-1.778299	0.069888	0.000112	0.494338
-0.675111	-1.952813	0.073216	0.000100	0.493933
-0.834912	-2.073819	0.076544	0.000138	0.493459
-0.699441	-2.300466	0.079872	0.000106	0.492998
-0.859738	-2.440962	0.083200	0.000144	0.492471
-0.794610	-2.646296	0.086528	0.000129	0.491996
-0.976784	-2.775248	0.089856	0.000173	0.491477
-0.954243	-2.995329	0.093184	0.000167	0.490919
-1.045906	-3.161774	0.096512	0.000190	0.490390
-0.843542	-3.459027	0.099840	0.000141	0.489807
-1.043854	-3.613122	0.103168	0.000189	0.489200
-1.183491	-3.790817	0.106496	0.000223	0.488591
-1.121507	-4.049774	0.109824	0.000208	0.487967
-1.151970	-4.276415	0.113152	0.000215	0.487335
-1.370307	-4.442422	0.116480	0.000268	0.486676
-2.778548	-4.120085	0.119808	0.000609	0.486122
-4.190614	-3.734162	0.123136	0.000952	0.485732
-3.605079	-4.030379	0.126464	0.000810	0.485532
-4.034344	-3.975884	0.129792	0.000914	0.485246
-5.073726	-3.637799	0.133120	0.001165	0.485103
-4.263802	-4.023121	0.136448	0.000969	0.484889
-4.067384	-4.194577	0.139776	0.000922	0.484630
-4.760612	-4.074826	0.143104	0.001090	0.484252
-6.525352	-3.440727	0.146432	0.001517	0.484169
-6.531467	-3.439812	0.149760	0.001518	0.484165
-5.633242	-3.778164	0.153088	0.001301	0.484166
-5.134826	-4.043434	0.156416	0.001180	0.483959
-6.107946	-3.717010	0.159744	0.001416	0.483851
-7.943622	-3.021164	0.163072	0.001860	0.483862
-7.674964	-3.045288	0.166400	0.001795	0.484068
-6.834757	-3.409601	0.169728	0.001592	0.483941
-5.836115	-3.819010	0.173056	0.001350	0.483853
-6.643923	-3.604444	0.176384	0.001545	0.483613
-7.242237	-3.401659	0.179712	0.001690	0.483552
-7.827737	-3.183030	0.183040	0.001832	0.483547
-5.670906	-4.015922	0.186368	0.001310	0.483494
-6.934441	-3.696398	0.189696	0.001616	0.483074
-6.351851	-3.986907	0.193024	0.001475	0.482885
-9.623200	-2.795590	0.196352	0.002267	0.482773
-6.422132	-3.971631	0.199680	0.001491	0.482855
-7.776784	-3.549665	0.203008	0.001820	0.482617
-5.718632	-4.423553	0.206336	0.001321	0.482355
-8.576471	-3.480701	0.209664	0.002013	0.481994
-7.821891	-3.787280	0.212992	0.001831	0.481935
-9.737848	-3.103365	0.216320	0.002295	0.481832
-7.642565	-3.886525	0.219648	0.001787	0.481850
-9.175234	-3.369479	0.222976	0.002158	0.481687
-7.527426	-4.051222	0.226304	0.001759	0.481525
-10.126064	-3.126415	0.229632	0.002389	0.481378
-8.504908	-3.737679	0.232960	0.001996	0.481377
