Fri Oct 25 03:01:54 2024

Number of Points = 51000
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.000000	0.277495	0.000000	0.000102	0.499108

0.090718	0.241234	0.003328	0.000080	0.499102
0.212911	0.195877	0.006656	0.000050	0.499104
0.607158	0.008152	0.009984	-0.000045	0.499003
0.559251	-0.056434	0.013312	-0.000034	0.498789
0.310876	0.039824	0.016640	0.000027	0.498796
0.051505	0.069970	0.019968	0.000089	0.498621
0.505125	-0.150369	0.023296	-0.000020	0.498493
0.730112	-0.305532	0.026624	-0.000075	0.498310
0.546021	-0.342080	0.029952	-0.000030	0.498035
0.343188	-0.347362	0.033280	0.000019	0.497823
0.376994	-0.470038	0.036608	0.000010	0.497538
0.427553	-0.591981	0.039936	-0.000002	0.497270
0.561619	-0.754253	0.043264	-0.000034	0.496979
0.795214	-0.998894	0.046592	-0.000091	0.496572
0.159819	-0.907259	0.049920	0.000063	0.496187
0.055621	-0.979483	0.053248	0.000088	0.495896
-0.088935	-1.045147	0.056576	0.000123	0.495583
0.303356	-1.327705	0.059904	0.000028	0.495231
0.588426	-1.603633	0.063232	-0.000041	0.494791
-0.172227	-1.493971	0.066560	0.000144	0.494328
-0.367395	-1.558725	0.069888	0.000191	0.493966
-0.081989	-1.807804	0.073216	0.000122	0.493596
0.247424	-2.125752	0.076544	0.000042	0.493088
0.140621	-2.283327	0.079872	0.000068	0.492569
-0.250464	-2.326101	0.083200	0.000163	0.492069
-0.597059	-2.383927	0.086528	0.000247	0.491574
-0.174694	-2.712990	0.089856	0.000144	0.491127
-0.011386	-2.988655	0.093184	0.000105	0.490562
0.001597	-3.220647	0.096512	0.000102	0.489963
0.030739	-3.474583	0.099840	0.000094	0.489322
-0.281380	-3.594878	0.103168	0.000170	0.488692
-0.199858	-3.871643	0.106496	0.000150	0.488041
-0.050398	-4.186192	0.109824	0.000114	0.487356
-0.108645	-4.429908	0.113152	0.000128	0.486651
-0.668303	-4.474749	0.116480	0.000264	0.485970
-0.701698	-4.703733	0.119808	0.000272	0.485327
-0.725845	-4.943611	0.123136	0.000278	0.484663
-0.876316	-5.151658	0.126464	0.000314	0.483956
-1.121590	-5.306279	0.129792	0.000374	0.483295
-5.925730	-3.624441	0.133120	0.001538	0.482950
-5.083391	-3.849857	0.136448	0.001334	0.483197
-5.489548	-3.785697	0.139776	0.001432	0.482958
-4.281829	-4.188308	0.143104	0.001139	0.483100
-6.728557	-3.326539	0.146432	0.001732	0.482938
-5.030705	-3.883377	0.149760	0.001321	0.483161
-5.554477	-3.769889	0.153088	0.001448	0.482936
