Fri Oct 25 03:13:47 2024

Number of Points = 51000
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.000000	-0.119137	0.000000	-0.000037	0.501666

-0.088519	-0.119192	0.003328	-0.000016	0.501581
-0.290494	-0.040403	0.006656	0.000033	0.501588
0.036901	-0.161387	0.009984	-0.000046	0.501594
0.069626	-0.199471	0.013312	-0.000054	0.501528
0.319840	-0.392347	0.016640	-0.000115	0.501274
0.102422	-0.392382	0.019968	-0.000062	0.501063
-0.074382	-0.372182	0.023296	-0.000019	0.500943
-0.174139	-0.447173	0.026624	0.000005	0.500653
0.207425	-0.655692	0.029952	-0.000088	0.500486
0.169685	-0.757783	0.033280	-0.000079	0.500185
-0.318472	-0.681275	0.036608	0.000040	0.499908
-0.195995	-0.820958	0.039936	0.000010	0.499666
-0.029022	-1.009879	0.043264	-0.000031	0.499340
0.028324	-1.171461	0.046592	-0.000045	0.498978
-0.011327	-1.304631	0.049920	-0.000035	0.498594
-0.242639	-1.357049	0.053248	0.000021	0.498232
-0.192013	-1.535420	0.056576	0.000009	0.497819
-0.310721	-1.642755	0.059904	0.000037	0.497424
-0.394233	-1.764741	0.063232	0.000058	0.497025
-0.433827	-1.924289	0.066560	0.000067	0.496571
-0.503651	-2.056572	0.069888	0.000084	0.496158
-0.339235	-2.287258	0.073216	0.000044	0.495718
-0.142184	-2.566563	0.076544	-0.000004	0.495183
-0.420204	-2.678634	0.079872	0.000064	0.494617
-0.853768	-2.708065	0.083200	0.000169	0.494113
-0.814600	-2.897197	0.086528	0.000159	0.493656
-0.373499	-3.277981	0.089856	0.000052	0.493094
0.132918	-3.712237	0.093184	-0.000070	0.492456
-0.325194	-3.821903	0.096512	0.000041	0.491714
-0.891793	-3.843028	0.099840	0.000178	0.491097
-0.767861	-4.110456	0.103168	0.000148	0.490515
-0.546941	-4.447063	0.106496	0.000094	0.489847
-0.458177	-4.747659	0.109824	0.000073	0.489141
-0.565696	-4.995431	0.113152	0.000099	0.488379
-0.978379	-5.110031	0.116480	0.000199	0.487663
-0.837464	-5.420407	0.119808	0.000165	0.486981
-0.725932	-5.748132	0.123136	0.000138	0.486222
-0.444805	-6.160022	0.126464	0.000069	0.485407
-1.018492	-6.259443	0.129792	0.000208	0.484566
-1.346301	-6.418998	0.133120	0.000288	0.483810
-1.429791	-6.669198	0.136448	0.000308	0.483057
-0.919479	-7.157935	0.139776	0.000184	0.482263
-1.014472	-7.449571	0.143104	0.000207	0.481384
-1.144060	-7.726421	0.146432	0.000239	0.480508
-1.619738	-7.853004	0.149760	0.000354	0.479684
-1.461067	-8.218839	0.153088	0.000316	0.478859
-1.483980	-8.527999	0.156416	0.000321	0.478000
-1.575957	-8.819587	0.159744	0.000343	0.477117
-1.780671	-9.071294	0.163072	0.000393	0.476225
-2.032170	-9.297916	0.166400	0.000454	0.475351
-2.013393	-9.622214	0.169728	0.000449	0.474487
-11.232441	-6.379952	0.173056	0.002683	0.473850
-21.065074	-1.963374	0.176384	0.005065	0.475783
-6.359407	-7.090459	0.179712	0.001502	0.476917
-14.247403	-3.951068	0.183040	0.003413	0.477366
-7.005461	-6.458987	0.186368	0.001658	0.477969
-14.181238	-3.611025	0.189696	0.003396	0.478355
-9.808225	-4.928804	0.193024	0.002337	0.479249
-10.077695	-4.718393	0.196352	0.002402	0.479543
-8.075895	-5.358317	0.199680	0.001917	0.479853
-8.172297	-5.406226	0.203008	0.001940	0.479626
-11.125201	-4.198225	0.206336	0.002656	0.479882
-10.153874	-4.427362	0.209664	0.002420	0.480252
-10.148192	-4.305907	0.212992	0.002419	0.480585
-5.793714	-5.978786	0.216320	0.001364	0.480501
-8.525878	-5.081868	0.219648	0.002026	0.480143
-9.321311	-4.783069	0.222976	0.002218	0.480140
-10.817694	-4.195370	0.226304	0.002581	0.480204
-7.581004	-5.391837	0.229632	0.001796	0.480268
-7.138922	-5.701550	0.232960	0.001689	0.479883
-6.915309	-5.977301	0.236288	0.001635	0.479367
-10.260091	-4.766982	0.239616	0.002445	0.479231
