Thu Oct 24 23:47:56 2024

Number of Points = 51000
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.000000	-0.123823	0.000000	-0.000081	0.500042

-0.014327	-0.119454	0.003328	-0.000077	0.500039
0.101193	-0.165561	0.006656	-0.000105	0.500033
0.109494	-0.256422	0.009984	-0.000107	0.499806
-0.057151	-0.215978	0.013312	-0.000067	0.499748
-0.151795	-0.277350	0.016640	-0.000044	0.499497
0.158114	-0.457051	0.019968	-0.000119	0.499335
0.105345	-0.525470	0.023296	-0.000106	0.499106
-0.000820	-0.601828	0.026624	-0.000081	0.498805
0.030529	-0.712400	0.029952	-0.000088	0.498549
-0.098098	-0.772806	0.033280	-0.000057	0.498266
-0.076314	-0.887260	0.036608	-0.000062	0.497991
-0.075451	-1.020462	0.039936	-0.000063	0.497646
-0.201188	-1.099822	0.043264	-0.000032	0.497316
-0.312183	-1.186140	0.046592	-0.000005	0.496983
-0.267119	-1.348425	0.049920	-0.000016	0.496605
-0.323889	-1.475492	0.053248	-0.000002	0.496218
-0.239346	-1.648033	0.056576	-0.000023	0.495852
-0.080863	-1.889075	0.059904	-0.000061	0.495379
-0.098266	-2.058502	0.063232	-0.000057	0.494919
-0.226562	-2.208029	0.066560	-0.000026	0.494402
-0.413780	-2.325698	0.069888	0.000019	0.493909
-0.613360	-2.436315	0.073216	0.000068	0.493423
-0.462992	-2.686206	0.076544	0.000031	0.492916
-0.721950	-2.790232	0.079872	0.000094	0.492387
-0.685219	-3.012080	0.083200	0.000085	0.491840
-0.947097	-3.105689	0.086528	0.000148	0.491335
-0.816572	-3.355158	0.089856	0.000117	0.490807
-0.830488	-3.564690	0.093184	0.000120	0.490241
-1.143580	-3.661707	0.096512	0.000196	0.489674
-1.417013	-3.766628	0.099840	0.000262	0.489124
-1.507531	-3.931530	0.103168	0.000284	0.488598
-1.672950	-4.072813	0.106496	0.000324	0.488059
-2.616999	-3.902643	0.109824	0.000553	0.487566
-4.107587	-3.440805	0.113152	0.000914	0.487301
-4.640522	-3.268403	0.116480	0.001043	0.487226
-4.730035	-3.329606	0.119808	0.001065	0.486974
-6.512511	-2.634037	0.123136	0.001497	0.487037
-6.736888	-2.406329	0.126464	0.001551	0.487417
-5.054853	-3.048858	0.129792	0.001143	0.487395
-4.701120	-3.220963	0.133120	0.001058	0.487292
-6.130018	-2.731896	0.136448	0.001404	0.487161
-7.479308	-2.152239	0.139776	0.001731	0.487350
-6.714436	-2.346846	0.143104	0.001545	0.487599
-4.918582	-3.030461	0.146432	0.001110	0.487581
-4.192021	-3.444729	0.149760	0.000934	0.487209
-4.609726	-3.421535	0.153088	0.001035	0.486852
-6.815525	-2.662049	0.156416	0.001570	0.486661
-5.361399	-3.225408	0.159744	0.001217	0.486621
-5.172265	-3.428353	0.163072	0.001171	0.486271
-5.201700	-3.533541	0.166400	0.001178	0.485962
-7.971422	-2.576092	0.169728	0.001849	0.485731
-7.655693	-2.589527	0.173056	0.001773	0.486013
-6.766997	-2.983568	0.176384	0.001558	0.485856
-5.660851	-3.461166	0.179712	0.001290	0.485694
-6.941020	-3.080740	0.183040	0.001600	0.485423
-8.368331	-2.539803	0.186368	0.001945	0.485431
-9.246108	-2.179371	0.189696	0.002158	0.485510
-7.060766	-2.941978	0.193024	0.001629	0.485673
-7.626887	-2.820477	0.196352	0.001766	0.485428
-6.680382	-3.240988	0.199680	0.001536	0.485258
-8.999180	-2.421708	0.203008	0.002098	0.485112
-6.658483	-3.350483	0.206336	0.001531	0.484989
-6.807419	-3.402311	0.209664	0.001567	0.484701
-6.245245	-3.800724	0.212992	0.001431	0.484203
-8.903909	-2.922293	0.216320	0.002075	0.483872
-8.377851	-3.120504	0.219648	0.001947	0.483873
-9.415263	-2.729270	0.222976	0.002199	0.483873
-8.187456	-3.275189	0.226304	0.001901	0.483651
-9.962378	-2.607511	0.229632	0.002331	0.483648
-8.626035	-3.174175	0.232960	0.002007	0.483480
-10.320415	-2.503057	0.236288	0.002418	0.483567
-8.143554	-3.400860	0.239616	0.001890	0.483360
-9.479017	-2.940016	0.242944	0.002214	0.483247
-8.587330	-3.426568	0.246272	0.001998	0.482844
-11.313169	-2.388297	0.249600	0.002658	0.482873
-10.514733	-2.667683	0.252928	0.002465	0.482931
-12.008843	-2.054670	0.256256	0.002827	0.483064
-9.472906	-3.010407	0.259584	0.002212	0.483065
-10.377415	-2.715195	0.262912	0.002431	0.482943
-9.106708	-3.283037	0.266240	0.002123	0.482705
-9.198825	-3.358477	0.269568	0.002146	0.482410
-9.609639	-3.381752	0.272896	0.002245	0.481932
-10.080967	-3.295095	0.276224	0.002359	0.481688
-11.242882	-2.948553	0.279552	0.002641	0.481442
-10.353725	-3.289525	0.282880	0.002425	0.481427
-9.716307	-3.672436	0.286208	0.002271	0.481044
-11.642616	-3.007598	0.289536	0.002738	0.480879
-11.594274	-3.068763	0.292864	0.002726	0.480763
-11.930275	-2.940785	0.296192	0.002807	0.480767
-11.774720	-3.038815	0.299520	0.002769	0.480661
-11.627117	-3.169604	0.302848	0.002734	0.480459
-13.335292	-2.529240	0.306176	0.003147	0.480450
-13.478318	-2.474742	0.309504	0.003182	0.480452
-14.331565	-2.042270	0.312832	0.003389	0.480750
-11.300633	-3.185444	0.316160	0.002654	0.480749
-11.353570	-3.279308	0.319488	0.002667	0.480443
-11.471491	-3.371465	0.322816	0.002696	0.480075
-13.728945	-2.601933	0.326144	0.003242	0.479855
