Fri Oct 25 03:07:49 2024

Number of Points = 51000
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.000000	-0.170142	0.000000	-0.000108	0.500345

-0.364269	-0.144384	0.003328	-0.000020	0.500057
-0.626585	-0.056210	0.006656	0.000043	0.500029
-0.389202	-0.138942	0.009984	-0.000014	0.500047
-0.059785	-0.278775	0.013312	-0.000094	0.500006
0.122776	-0.449506	0.016640	-0.000138	0.499743
-0.057343	-0.469279	0.019968	-0.000095	0.499516
-0.196204	-0.485333	0.023296	-0.000061	0.499339
-0.007597	-0.655365	0.026624	-0.000107	0.499083
0.221286	-0.864864	0.029952	-0.000162	0.498764
0.305863	-1.040650	0.033280	-0.000183	0.498390
-0.093763	-1.021738	0.036608	-0.000086	0.498049
-0.258486	-1.085970	0.039936	-0.000046	0.497721
-0.331603	-1.185471	0.043264	-0.000029	0.497391
0.184601	-1.515539	0.046592	-0.000154	0.497038
-0.003474	-1.634136	0.049920	-0.000108	0.496545
-0.260227	-1.702715	0.053248	-0.000046	0.496115
-0.609641	-1.718485	0.056576	0.000039	0.495730
-0.581339	-1.898686	0.059904	0.000032	0.495288
-0.246446	-2.180158	0.063232	-0.000049	0.494882
-0.204483	-2.399854	0.066560	-0.000059	0.494349
-0.532836	-2.476655	0.069888	0.000020	0.493825
-0.874369	-2.521792	0.073216	0.000103	0.493369
-0.739903	-2.746919	0.076544	0.000070	0.492912
-0.369307	-3.090845	0.079872	-0.000019	0.492376
-0.374328	-3.318391	0.083200	-0.000018	0.491773
-0.411280	-3.542045	0.086528	-0.000009	0.491148
-0.664250	-3.677373	0.089856	0.000052	0.490540
-0.491067	-3.982827	0.093184	0.000010	0.489907
-0.328337	-4.308728	0.096512	-0.000029	0.489208
-0.214525	-4.625869	0.099840	-0.000057	0.488482
-0.600288	-4.768207	0.103168	0.000037	0.487720
-0.782790	-4.966419	0.106496	0.000081	0.487012
-1.066323	-5.116152	0.109824	0.000150	0.486330
-0.918749	-5.428010	0.113152	0.000114	0.485648
-0.825428	-5.744011	0.116480	0.000091	0.484900
-0.848730	-6.025899	0.119808	0.000097	0.484124
-1.079826	-6.240625	0.123136	0.000153	0.483317
-0.973670	-6.564102	0.126464	0.000127	0.482558
-1.032759	-6.854218	0.129792	0.000142	0.481720
-1.149319	-7.118765	0.133120	0.000170	0.480891
-1.369457	-7.334354	0.136448	0.000223	0.480088
-1.479272	-7.601154	0.139776	0.000250	0.479257
-1.503994	-7.893247	0.143104	0.000256	0.478443
-1.471240	-8.216835	0.146432	0.000248	0.477601
-1.665029	-8.461296	0.149760	0.000295	0.476740
-2.774818	-8.348054	0.153088	0.000564	0.475912
-14.618556	-3.926645	0.156416	0.003433	0.475792
-11.987031	-4.293256	0.159744	0.002795	0.477490
-11.965013	-4.149911	0.163072	0.002790	0.477901
-13.743650	-2.975674	0.166400	0.003221	0.479263
-9.247134	-4.440884	0.169728	0.002131	0.479884
-10.350572	-3.812205	0.173056	0.002398	0.480457
-7.987673	-4.652604	0.176384	0.001826	0.480593
-11.002273	-3.362356	0.179712	0.002556	0.481007
-8.806100	-4.050367	0.183040	0.002024	0.481384
-9.301829	-3.778655	0.186368	0.002144	0.481612
-6.775248	-4.719861	0.189696	0.001532	0.481642
-7.837597	-4.417537	0.193024	0.001789	0.481379
-9.246544	-3.884870	0.196352	0.002130	0.481383
-10.539784	-3.260503	0.199680	0.002444	0.481751
-9.748720	-3.469953	0.203008	0.002252	0.481989
-8.115153	-4.016411	0.206336	0.001856	0.482176
-8.142554	-4.142841	0.209664	0.001863	0.481809
-9.546316	-3.551291	0.212992	0.002203	0.481976
-10.551758	-3.159855	0.216320	0.002446	0.482010
-8.678212	-3.766547	0.219648	0.001992	0.482277
-8.614561	-3.895223	0.222976	0.001977	0.481997
-6.982603	-4.569708	0.226304	0.001582	0.481838
-10.067569	-3.579575	0.229632	0.002329	0.481374
-9.071634	-3.926789	0.232960	0.002088	0.481450
-10.563621	-3.390311	0.236288	0.002449	0.481380
-7.239836	-4.664783	0.239616	0.001644	0.481323
-8.165271	-4.499972	0.242944	0.001868	0.480828
-8.151208	-4.645998	0.246272	0.001864	0.480449
-12.312026	-3.146923	0.249600	0.002872	0.480262
-10.719734	-3.677007	0.252928	0.002487	0.480451
-10.613370	-3.716091	0.256256	0.002461	0.480454
-8.203873	-4.662796	0.259584	0.001877	0.480351
-11.247199	-3.630962	0.262912	0.002614	0.480040
-10.770965	-3.776595	0.266240	0.002499	0.480132
-13.063319	-2.906723	0.269568	0.003054	0.480147
-9.567445	-4.205769	0.272896	0.002207	0.480198
-10.274777	-4.064677	0.276224	0.002379	0.479860
-9.261741	-4.550562	0.279552	0.002133	0.479580
-13.355924	-3.080419	0.282880	0.003125	0.479382
-11.008761	-3.909625	0.286208	0.002556	0.479533
-11.899144	-3.573339	0.289536	0.002772	0.479535
-8.717177	-4.929507	0.292864	0.002001	0.479112
-11.892815	-3.912751	0.296192	0.002770	0.478625
