Thu Oct 24 20:50:32 2024

Number of Points = 51000
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.000000	0.153926	0.000000	0.000042	0.498793

-0.495322	0.337508	0.003328	0.000162	0.498785
-0.208059	0.231426	0.006656	0.000092	0.498791
0.017838	0.144642	0.009984	0.000038	0.498787
0.350074	-0.001680	0.013312	-0.000043	0.498732
0.087020	-0.000070	0.016640	0.000021	0.498479
-0.219911	0.116308	0.019968	0.000095	0.498481
-0.182550	0.056060	0.023296	0.000086	0.498362
0.324649	-0.211271	0.026624	-0.000037	0.498164
0.433305	-0.347111	0.029952	-0.000063	0.497918
0.154258	-0.342158	0.033280	0.000005	0.497657
-0.493759	-0.139779	0.036608	0.000161	0.497549
-0.249961	-0.344110	0.039936	0.000102	0.497257
-0.028355	-0.502617	0.043264	0.000049	0.497062
0.287433	-0.740176	0.046592	-0.000028	0.496753
-0.158016	-0.710561	0.049920	0.000080	0.496393
-0.216542	-0.805948	0.053248	0.000094	0.496087
-0.555795	-0.791046	0.056576	0.000176	0.495793
-0.356674	-0.977722	0.059904	0.000128	0.495501
-0.060778	-1.230659	0.063232	0.000057	0.495132
0.023685	-1.445587	0.066560	0.000036	0.494654
-0.663875	-1.335274	0.069888	0.000203	0.494265
-0.970908	-1.352629	0.073216	0.000277	0.493916
-0.683198	-1.587476	0.076544	0.000207	0.493585
-0.504941	-1.835689	0.079872	0.000164	0.493111
-0.383583	-2.038505	0.083200	0.000135	0.492699
-0.634812	-2.158425	0.086528	0.000196	0.492135
-1.018661	-2.170468	0.089856	0.000289	0.491723
-0.753175	-2.468403	0.093184	0.000224	0.491202
-0.486141	-2.751219	0.096512	0.000160	0.490723
-0.421277	-3.001900	0.099840	0.000144	0.490126
-0.860889	-3.054345	0.103168	0.000251	0.489550
-0.977327	-3.216495	0.106496	0.000279	0.489006
-0.638672	-3.576865	0.109824	0.000197	0.488390
-0.724145	-3.798065	0.113152	0.000217	0.487718
-0.743944	-4.040775	0.116480	0.000222	0.487054
-1.210039	-4.111867	0.119808	0.000335	0.486399
-1.003370	-4.426565	0.123136	0.000285	0.485768
-1.278441	-4.569199	0.126464	0.000352	0.485112
-1.057497	-4.901237	0.129792	0.000298	0.484449
-1.999173	-4.805864	0.133120	0.000527	0.483755
-6.810100	-3.131180	0.136448	0.001692	0.483384
-4.823880	-3.755660	0.139776	0.001211	0.483716
-6.102355	-3.335132	0.143104	0.001520	0.483552
-4.304251	-4.011765	0.146432	0.001085	0.483555
-6.106519	-3.440444	0.149760	0.001521	0.483266
-4.681772	-3.921373	0.153088	0.001176	0.483417
-5.908789	-3.521757	0.156416	0.001473	0.483249
-4.547853	-4.093373	0.159744	0.001144	0.483092
-6.582241	-3.431513	0.163072	0.001637	0.482811
-5.033679	-4.013031	0.166400	0.001261	0.482817
-7.550194	-3.136139	0.169728	0.001871	0.482625
-5.804213	-3.792454	0.173056	0.001448	0.482630
-7.652447	-3.096173	0.176384	0.001896	0.482629
-5.920383	-3.752792	0.179712	0.001476	0.482619
-7.975575	-3.025761	0.183040	0.001974	0.482491
-6.506936	-3.538043	0.186368	0.001618	0.482602
