Thu Oct 24 22:22:38 2024

Number of Points = 51000
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.000000	-0.080226	0.000000	-0.000045	0.498627

0.168643	-0.201173	0.003328	-0.000086	0.498478
0.034547	-0.149524	0.006656	-0.000054	0.498481
-0.503314	0.052315	0.009984	0.000076	0.498479
-0.418224	0.011076	0.013312	0.000056	0.498455
-0.218380	-0.173747	0.016640	0.000007	0.498171
0.103284	-0.310347	0.019968	-0.000071	0.498131
-0.008856	-0.375502	0.023296	-0.000043	0.497853
-0.517113	-0.252348	0.026624	0.000080	0.497675
-0.808526	-0.195199	0.029952	0.000150	0.497538
-0.214109	-0.466401	0.033280	0.000006	0.497416
0.010870	-0.650702	0.036608	-0.000048	0.497157
-0.263371	-0.677399	0.039936	0.000018	0.496818
-0.847048	-0.537530	0.043264	0.000160	0.496610
-0.886447	-0.618716	0.046592	0.000169	0.496360
-0.496724	-0.853665	0.049920	0.000075	0.496130
-0.178439	-1.096133	0.053248	-0.000002	0.495811
-0.416084	-1.153650	0.056576	0.000055	0.495427
-0.763150	-1.155781	0.059904	0.000139	0.495080
-0.808717	-1.263597	0.063232	0.000150	0.494754
-0.487383	-1.535342	0.066560	0.000073	0.494360
-0.147488	-1.835545	0.069888	-0.000010	0.493909
-0.416356	-1.938633	0.073216	0.000055	0.493374
-0.931991	-1.906046	0.076544	0.000180	0.492950
-0.918310	-2.091048	0.079872	0.000177	0.492478
-0.796965	-2.297488	0.083200	0.000148	0.492055
-0.526100	-2.610645	0.086528	0.000082	0.491500
-0.754286	-2.742792	0.089856	0.000137	0.490926
-1.087742	-2.805684	0.093184	0.000218	0.490429
-1.500930	-2.842065	0.096512	0.000318	0.489922
-1.124986	-3.165968	0.099840	0.000227	0.489441
-0.925551	-3.456233	0.103168	0.000179	0.488872
-1.096750	-3.628741	0.106496	0.000220	0.488245
-1.291727	-3.782258	0.109824	0.000268	0.487643
-1.650956	-3.862655	0.113152	0.000355	0.487070
-1.447263	-4.158826	0.116480	0.000305	0.486487
-1.101357	-4.540292	0.119808	0.000222	0.485819
-1.288611	-4.723938	0.123136	0.000267	0.485142
-1.566140	-4.876703	0.126464	0.000334	0.484455
-1.880631	-5.000471	0.129792	0.000411	0.483808
-1.962739	-5.205615	0.133120	0.000430	0.483176
-1.868664	-5.487985	0.136448	0.000408	0.482515
-9.583691	-2.719578	0.139776	0.002277	0.482140
-7.855887	-3.026562	0.143104	0.001858	0.483063
-4.723537	-4.242772	0.146432	0.001099	0.482968
-4.495664	-4.403815	0.149760	0.001044	0.482767
-6.942501	-3.584879	0.153088	0.001637	0.482490
-9.595062	-2.452238	0.156416	0.002279	0.482846
-4.662851	-4.211241	0.159744	0.001084	0.483115
-4.421660	-4.466543	0.163072	0.001026	0.482674
-4.141650	-4.759595	0.166400	0.000958	0.482172
-8.048229	-3.357087	0.169728	0.001905	0.481983
-8.775696	-2.999030	0.173056	0.002081	0.482208
-7.715608	-3.360481	0.176384	0.001824	0.482311
-5.270498	-4.292488	0.179712	0.001231	0.482283
-6.552113	-3.919427	0.183040	0.001542	0.481988
-7.584977	-3.588327	0.186368	0.001792	0.481832
-10.028447	-2.613651	0.189696	0.002384	0.481976
-6.628972	-3.815307	0.193024	0.001560	0.482190
-7.475310	-3.567974	0.196352	0.001765	0.481998
-4.969559	-4.653061	0.199680	0.001158	0.481621
-9.745296	-2.949658	0.203008	0.002315	0.481360
-8.680793	-3.250120	0.206336	0.002057	0.481631
-9.172300	-3.049646	0.209664	0.002177	0.481672
-5.767479	-4.414224	0.212992	0.001352	0.481455
-6.763406	-4.226267	0.216320	0.001593	0.480951
-8.406007	-3.682044	0.219648	0.001991	0.480749
-9.604065	-3.228654	0.222976	0.002281	0.480754
-9.192408	-3.386916	0.226304	0.002181	0.480746
-8.663231	-3.590399	0.229632	0.002053	0.480735
-7.087269	-4.348482	0.232960	0.001671	0.480294
-8.462915	-3.915173	0.236288	0.002005	0.480064
-10.164430	-3.354392	0.239616	0.002417	0.479847
-10.553661	-3.128629	0.242944	0.002511	0.480060
-8.701417	-3.883785	0.246272	0.002062	0.479907
-8.555708	-3.992267	0.249600	0.002027	0.479762
-8.480610	-4.190605	0.252928	0.002009	0.479304
-10.184197	-3.583209	0.256256	0.002422	0.479210
-10.354576	-3.614713	0.259584	0.002463	0.478951
-10.978730	-3.355850	0.262912	0.002614	0.479015
-9.561064	-3.927654	0.266240	0.002270	0.478914
-9.599607	-3.998273	0.269568	0.002280	0.478684
-10.755500	-3.595972	0.272896	0.002560	0.478594
-11.003196	-3.545690	0.276224	0.002620	0.478477
-11.601281	-3.338256	0.279552	0.002765	0.478429
-9.458385	-4.183913	0.282880	0.002246	0.478327
-10.695909	-3.846979	0.286208	0.002545	0.477976
-10.277407	-4.077469	0.289536	0.002444	0.477779
-12.950604	-3.112283	0.292864	0.003092	0.477664
-12.354652	-3.265367	0.296192	0.002947	0.477858
-12.423383	-3.271232	0.299520	0.002964	0.477772
-9.790109	-4.285182	0.302848	0.002326	0.477715
-11.345847	-3.826344	0.306176	0.002703	0.477369
-12.136692	-3.647449	0.309504	0.002894	0.477045
-14.448149	-2.721538	0.312832	0.003454	0.477193
-12.067662	-3.562941	0.316160	0.002877	0.477345
-10.971895	-4.061961	0.319488	0.002612	0.477113
-10.809911	-4.296638	0.322816	0.002573	0.476642
-12.439503	-3.767884	0.326144	0.002968	0.476409
-13.467952	-3.470615	0.329472	0.003217	0.476163
-13.118438	-3.529105	0.332800	0.003132	0.476363
-11.622605	-4.215095	0.336128	0.002770	0.476031
-11.304451	-4.478396	0.339456	0.002693	0.475642
-13.620674	-3.751017	0.342784	0.003254	0.475244
-16.030343	-2.776672	0.346112	0.003837	0.475424
-15.911931	-2.699374	0.349440	0.003809	0.475756
-11.651903	-4.307449	0.352768	0.002777	0.475751
-11.834662	-4.431087	0.356096	0.002821	0.475227
-13.694561	-3.858022	0.359424	0.003271	0.474878
-16.146996	-2.930132	0.362752	0.003866	0.474886
-15.562728	-3.049355	0.366080	0.003724	0.475162
-12.734702	-4.177804	0.369408	0.003039	0.474993
-12.755115	-4.303499	0.372736	0.003044	0.474629
-13.444862	-4.247495	0.376064	0.003211	0.474073
-17.235313	-2.818427	0.379392	0.004129	0.474072
-16.638640	-2.943166	0.382720	0.003985	0.474346
-13.778726	-3.990328	0.386048	0.003292	0.474431
-12.817533	-4.539162	0.389376	0.003059	0.473923
-13.984539	-4.269577	0.392704	0.003342	0.473457
-16.915722	-3.210793	0.396032	0.004052	0.473330
-15.834584	-3.625401	0.399360	0.003790	0.473311
-14.984931	-3.969078	0.402688	0.003584	0.473248
-14.577465	-4.246309	0.406016	0.003485	0.472910
-16.010019	-3.782060	0.409344	0.003832	0.472702
-17.553178	-3.204348	0.412672	0.004206	0.472691
-17.356811	-3.279089	0.416000	0.004158	0.472689
-15.856455	-3.842277	0.419328	0.003795	0.472696
-15.501783	-4.060465	0.422656	0.003709	0.472465
-16.506384	-3.734871	0.425984	0.003952	0.472319
-17.411256	-3.480852	0.429312	0.004172	0.472080
-18.492260	-3.019032	0.432640	0.004433	0.472229
-15.926321	-3.997256	0.435968	0.003812	0.472200
-17.067150	-3.683633	0.439296	0.004088	0.471881
-16.127841	-4.108949	0.442624	0.003861	0.471686
-17.595496	-3.642170	0.445952	0.004216	0.471448
-16.165836	-4.232595	0.449280	0.003870	0.471307
-16.771027	-4.152782	0.452608	0.004016	0.470900
-17.403192	-3.988049	0.455936	0.004170	0.470697
-18.920281	-3.477423	0.459264	0.004537	0.470528
-19.282688	-3.323411	0.462592	0.004625	0.470576
-17.725647	-3.885912	0.465920	0.004248	0.470644
-17.128048	-4.217785	0.469248	0.004103	0.470351
-17.822098	-4.081358	0.472576	0.004271	0.470006
-19.779900	-3.377972	0.475904	0.004745	0.469910
-19.539580	-3.469642	0.479232	0.004687	0.469908
-19.794851	-3.370276	0.482560	0.004749	0.469916
-17.327324	-4.323194	0.485888	0.004151	0.469855
-20.228190	-3.325712	0.489216	0.004854	0.469589
-20.190245	-3.341905	0.492544	0.004845	0.469584
-21.055462	-2.952968	0.495872	0.005054	0.469757
-17.717245	-4.213461	0.499200	0.004245	0.469752
-18.493243	-4.085561	0.502528	0.004433	0.469298
-17.939674	-4.464950	0.505856	0.004299	0.468828
-21.603301	-3.148367	0.509184	0.005187	0.468648
-21.012305	-3.368917	0.512512	0.005044	0.468655
-20.220077	-3.592790	0.515840	0.004852	0.468862
-18.038580	-4.551310	0.519168	0.004323	0.468487
-19.302529	-4.242044	0.522496	0.004629	0.468024
-20.736396	-3.812147	0.525824	0.004977	0.467717
-20.957672	-3.728950	0.529152	0.005030	0.467717
-19.624055	-4.316360	0.532480	0.004707	0.467483
-20.072529	-4.260306	0.535808	0.004816	0.467170
-22.272836	-3.517362	0.539136	0.005349	0.466930
-23.551047	-2.942376	0.542464	0.005658	0.467187
-22.243713	-3.354018	0.545792	0.005342	0.467413
-21.165617	-3.780854	0.549120	0.005081	0.467357
-21.016795	-3.953341	0.552448	0.005044	0.467035
-21.673669	-3.798481	0.555776	0.005204	0.466777
-23.427768	-3.139496	0.559104	0.005629	0.466770
-21.566177	-3.838606	0.562432	0.005178	0.466779
-22.479343	-3.494445	0.565760	0.005399	0.466778
-19.835504	-4.649726	0.569088	0.004758	0.466339
-23.582761	-3.332011	0.572416	0.005666	0.466074
-21.902021	-3.997279	0.575744	0.005259	0.465987
-23.985262	-3.264392	0.579072	0.005764	0.465841
-20.785847	-4.520339	0.582400	0.004988	0.465704
-22.995800	-3.821547	0.585728	0.005524	0.465329
-22.203357	-4.185393	0.589056	0.005332	0.465149
-23.432589	-3.800072	0.592384	0.005630	0.464931
-22.663750	-4.136218	0.595712	0.005443	0.464802
-24.117593	-3.660073	0.599040	0.005796	0.464601
-23.209671	-4.035514	0.602368	0.005576	0.464510
-24.204358	-3.737633	0.605696	0.005817	0.464294
-24.616501	-3.581828	0.609024	0.005916	0.464295
-25.633454	-3.201642	0.612352	0.006163	0.464286
-25.314598	-3.212107	0.615680	0.006085	0.464592
-24.620519	-3.469172	0.619008	0.005917	0.464605
-23.602965	-3.944079	0.622336	0.005671	0.464352
-23.902425	-3.925643	0.625664	0.005743	0.464088
-25.771664	-3.260454	0.628992	0.006196	0.463977
-24.351831	-3.808459	0.632320	0.005852	0.463943
-24.649765	-3.794895	0.635648	0.005924	0.463667
-22.103603	-4.876607	0.638976	0.005307	0.463328
-24.431344	-4.194714	0.642304	0.005871	0.462780
-24.694842	-4.177289	0.645632	0.005935	0.462551
-26.988394	-3.358159	0.648960	0.006491	0.462422
-24.281778	-4.393016	0.652288	0.005835	0.462383
-25.455839	-4.078969	0.655616	0.006119	0.462023
-25.192680	-4.257986	0.658944	0.006056	0.461799
-28.463052	-3.022292	0.662272	0.006848	0.461805
-27.794301	-3.180652	0.665600	0.006686	0.462069
-26.732882	-3.568243	0.668928	0.006429	0.462105
-24.209664	-4.589847	0.672256	0.005817	0.461909
-26.197957	-4.025818	0.675584	0.006299	0.461388
-28.024966	-3.381644	0.678912	0.006742	0.461262
-29.430345	-2.735821	0.682240	0.007082	0.461586
-26.611982	-3.740403	0.685568	0.006399	0.461750
-24.932983	-4.510107	0.688896	0.005993	0.461368
-25.605420	-4.453871	0.692224	0.006156	0.460814
-30.204710	-2.759657	0.695552	0.007270	0.460700
-27.959915	-3.550303	0.698880	0.006726	0.460858
-27.365667	-3.773548	0.702208	0.006582	0.460860
-23.968469	-5.218271	0.705536	0.005759	0.460401
-27.108043	-4.247393	0.708864	0.006520	0.459801
-28.019654	-3.959568	0.712192	0.006740	0.459643
-30.217869	-3.129080	0.715520	0.007273	0.459647
-27.825847	-4.033415	0.718848	0.006693	0.459642
-26.344282	-4.685813	0.722176	0.006334	0.459378
-27.719771	-4.364159	0.725504	0.006668	0.458822
-29.807390	-3.620376	0.728832	0.007173	0.458699
-31.331101	-2.972769	0.732160	0.007542	0.458905
-28.736894	-3.916450	0.735488	0.006914	0.459003
-28.952760	-3.889463	0.738816	0.006966	0.458850
-29.368089	-3.783098	0.742144	0.007067	0.458708
-30.480776	-3.361406	0.745472	0.007336	0.458714
-29.355286	-3.785910	0.748800	0.007064	0.458714
-30.239283	-3.558526	0.752128	0.007278	0.458414
-28.849081	-4.094549	0.755456	0.006941	0.458382
-29.472864	-3.960431	0.758784	0.007092	0.458096
-29.454576	-4.026263	0.762112	0.007088	0.457930
-30.033977	-3.867215	0.765440	0.007228	0.457761
-29.101706	-4.327384	0.768768	0.007002	0.457455
