Fri Oct 25 04:40:50 2024

Number of Points = 51000
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.000000	-0.094077	0.000000	-0.000062	0.498484

0.345704	-0.298588	0.003328	-0.000145	0.498291
-0.138154	-0.167162	0.006656	-0.000028	0.498159
-0.676809	0.036788	0.009984	0.000102	0.498162
-0.460419	-0.043667	0.013312	0.000050	0.498165
0.339255	-0.409333	0.016640	-0.000144	0.497998
0.336435	-0.501524	0.019968	-0.000143	0.497756
-0.027835	-0.451425	0.023296	-0.000055	0.497529
-0.672304	-0.322349	0.026624	0.000101	0.497234
-0.319773	-0.460368	0.029952	0.000016	0.497220
0.001749	-0.699257	0.033280	-0.000062	0.496914
0.071878	-0.850052	0.036608	-0.000079	0.496590
-0.374016	-0.799173	0.039936	0.000029	0.496285
-0.730748	-0.770642	0.043264	0.000115	0.496010
-0.689410	-0.872035	0.046592	0.000105	0.495786
-0.184205	-1.170015	0.049920	-0.000017	0.495505
0.034942	-1.405288	0.053248	-0.000070	0.495107
-0.255642	-1.472125	0.056576	0.000000	0.494646
-0.645538	-1.467802	0.059904	0.000094	0.494273
-0.656782	-1.596694	0.063232	0.000097	0.493925
-0.222599	-1.936732	0.066560	-0.000008	0.493462
0.075888	-2.240715	0.069888	-0.000080	0.492960
-0.266800	-2.320982	0.073216	0.000003	0.492411
-0.645450	-2.378063	0.076544	0.000094	0.491886
-0.613515	-2.569857	0.079872	0.000087	0.491413
-0.678670	-2.743974	0.083200	0.000103	0.490890
-0.157896	-3.154801	0.086528	-0.000024	0.490324
-0.206735	-3.383168	0.089856	-0.000012	0.489673
-0.544714	-3.499734	0.093184	0.000070	0.489028
-0.824350	-3.632424	0.096512	0.000138	0.488398
-0.757443	-3.882251	0.099840	0.000122	0.487803
-0.550433	-4.201777	0.103168	0.000072	0.487163
-0.625976	-4.447428	0.106496	0.000090	0.486434
-0.775918	-4.652570	0.109824	0.000126	0.485738
-0.849059	-4.884887	0.113152	0.000144	0.485046
-1.088580	-5.051533	0.116480	0.000202	0.484360
-0.654722	-5.500578	0.119808	0.000097	0.483597
-0.770880	-5.738711	0.123136	0.000125	0.482843
-0.941543	-5.976817	0.126464	0.000166	0.482032
-0.997067	-6.243921	0.129792	0.000180	0.481259
-1.107614	-6.492642	0.133120	0.000207	0.480478
-1.120158	-6.786117	0.136448	0.000210	0.479674
-0.693573	-7.268740	0.139776	0.000107	0.478806
-0.706954	-7.606509	0.143104	0.000110	0.477879
-1.042941	-7.827196	0.146432	0.000191	0.476938
-1.354427	-8.037673	0.149760	0.000267	0.476048
-1.221320	-8.411846	0.153088	0.000235	0.475167
-1.065953	-8.823850	0.156416	0.000197	0.474204
-0.919464	-9.245620	0.159744	0.000162	0.473203
-1.329757	-9.455081	0.163072	0.000261	0.472207
-1.547661	-9.722973	0.166400	0.000314	0.471247
-1.273279	-10.180795	0.169728	0.000247	0.470273
-1.233981	-10.587674	0.173056	0.000238	0.469194
-1.360159	-10.919280	0.176384	0.000269	0.468148
-1.769635	-11.147062	0.179712	0.000368	0.467090
-1.740642	-11.525573	0.183040	0.000361	0.466071
-1.735688	-11.900747	0.186368	0.000360	0.465034
-1.734947	-12.299810	0.189696	0.000360	0.463924
-1.885413	-12.631398	0.193024	0.000396	0.462840
-1.883821	-13.026582	0.196352	0.000396	0.461736
-2.067796	-13.351173	0.199680	0.000440	0.460631
-2.003792	-13.770869	0.203008	0.000425	0.459519
-1.963781	-14.198767	0.206336	0.000415	0.458356
-1.993467	-14.603828	0.209664	0.000423	0.457180
-2.198569	-14.937773	0.212992	0.000472	0.456014
-2.095022	-15.393855	0.216320	0.000447	0.454830
-2.274885	-15.760020	0.219648	0.000491	0.453594
-2.193830	-16.210665	0.222976	0.000471	0.452395
-2.225850	-16.639356	0.226304	0.000479	0.451133
-2.872725	-16.826157	0.229632	0.000636	0.449896
-7.686679	-15.393516	0.232960	0.001802	0.448791
-41.511312	-1.987059	0.236288	0.009996	0.450644
-19.523372	-8.561729	0.239616	0.004669	0.455562
-26.293143	-5.576822	0.242944	0.006309	0.456785
-23.022826	-5.572199	0.246272	0.005516	0.460281
-15.543260	-8.033494	0.249600	0.003704	0.461292
-22.601730	-4.696744	0.252928	0.005414	0.463181
-13.445153	-7.726413	0.256256	0.003196	0.464364
-19.302656	-5.122905	0.259584	0.004614	0.465462
-13.034900	-7.136231	0.262912	0.003096	0.466436
-13.685917	-6.714812	0.266240	0.003254	0.466924
-13.440014	-6.673623	0.269568	0.003194	0.467295
-13.642154	-6.440043	0.272896	0.003243	0.467730
-15.078284	-5.704882	0.276224	0.003591	0.468266
-12.257740	-6.623050	0.279552	0.002907	0.468668
-12.807364	-6.343341	0.282880	0.003040	0.468868
-11.948667	-6.629420	0.286208	0.002832	0.468972
-14.577906	-5.577389	0.289536	0.003469	0.469140
-11.927569	-6.414116	0.292864	0.002827	0.469588
-12.491856	-6.199282	0.296192	0.002964	0.469594
-10.068304	-7.184364	0.299520	0.002377	0.469398
-11.949552	-6.622974	0.302848	0.002832	0.468990
-11.539192	-6.788830	0.306176	0.002733	0.468960
-13.691880	-5.976820	0.309504	0.003254	0.468960
-11.883777	-6.654709	0.312832	0.002816	0.468972
-11.279847	-6.962896	0.316160	0.002670	0.468750
-11.162725	-7.130721	0.319488	0.002642	0.468408
-13.428826	-6.338978	0.322816	0.003190	0.468235
-13.704727	-6.195764	0.326144	0.003257	0.468343
-14.371261	-5.941816	0.329472	0.003419	0.468351
-12.105945	-6.815619	0.332800	0.002870	0.468297
-13.670654	-6.313876	0.336128	0.003249	0.468053
-12.974012	-6.585545	0.339456	0.003080	0.468028
-15.218620	-5.734879	0.342784	0.003624	0.468040
-14.169835	-6.131529	0.346112	0.003370	0.468037
-13.466649	-6.397504	0.349440	0.003199	0.468035
-11.403482	-7.267449	0.352768	0.002700	0.467781
-13.949183	-6.437997	0.356096	0.003316	0.467420
-14.764910	-6.132127	0.359424	0.003514	0.467415
-15.482781	-5.859855	0.362752	0.003688	0.467420
-12.775807	-6.914715	0.366080	0.003032	0.467326
-12.946529	-6.991806	0.369408	0.003073	0.466934
-12.655223	-7.261616	0.372736	0.003003	0.466491
-15.506490	-6.305833	0.376064	0.003693	0.466159
-14.562300	-6.661435	0.379392	0.003465	0.466161
-14.173018	-6.840308	0.382720	0.003370	0.466072
-13.700181	-7.174367	0.386048	0.003256	0.465639
-14.796306	-6.838313	0.389376	0.003521	0.465425
-17.297360	-5.962096	0.392704	0.004127	0.465238
-18.166590	-5.466931	0.396032	0.004338	0.465704
-15.693470	-6.365067	0.399360	0.003738	0.465800
-14.736003	-6.815497	0.402688	0.003506	0.465552
