Thu Oct 24 21:53:54 2024

Number of Points = 51000
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.000000	0.223605	0.000000	0.000146	0.500645

-0.164278	0.289646	0.003328	0.000186	0.500656
0.269204	0.124907	0.006656	0.000081	0.500652
0.654070	-0.023878	0.009984	-0.000013	0.500643
0.582410	0.002236	0.013312	0.000005	0.500641
0.074477	0.105619	0.016640	0.000128	0.500413
0.014000	0.099347	0.019968	0.000142	0.500338
0.063864	0.080277	0.023296	0.000130	0.500338
0.545599	-0.109317	0.026624	0.000013	0.500317
0.496626	-0.204437	0.029952	0.000025	0.500024
0.188061	-0.149706	0.033280	0.000100	0.499865
-0.300186	-0.015182	0.036608	0.000218	0.499737
0.028521	-0.197213	0.039936	0.000139	0.499586
0.297309	-0.369104	0.043264	0.000073	0.499404
0.427571	-0.539734	0.046592	0.000042	0.499089
-0.067015	-0.471958	0.049920	0.000162	0.498782
-0.285380	-0.488086	0.053248	0.000215	0.498527
-0.271323	-0.563002	0.056576	0.000211	0.498346
0.084244	-0.819702	0.059904	0.000125	0.498028
0.407868	-1.068989	0.063232	0.000047	0.497697
-0.238707	-0.988305	0.066560	0.000203	0.497274
-0.679418	-0.955119	0.069888	0.000310	0.496928
-0.612109	-1.089979	0.073216	0.000294	0.496643
0.144171	-1.518417	0.076544	0.000110	0.496269
0.278969	-1.756695	0.079872	0.000078	0.495781
-0.079121	-1.828517	0.083200	0.000164	0.495241
-0.694435	-1.743612	0.086528	0.000314	0.494857
-0.315264	-2.061420	0.089856	0.000222	0.494400
-0.290511	-2.245320	0.093184	0.000216	0.493943
-0.052401	-2.557942	0.096512	0.000158	0.493359
-0.459783	-2.621827	0.099840	0.000257	0.492789
-0.759599	-2.693485	0.103168	0.000329	0.492305
-0.487423	-2.995606	0.106496	0.000263	0.491780
-0.244658	-3.324845	0.109824	0.000205	0.491155
-0.506772	-3.460390	0.113152	0.000268	0.490537
-0.677806	-3.623473	0.116480	0.000310	0.489937
-1.246265	-3.632847	0.119808	0.000447	0.489346
-0.906473	-3.968673	0.123136	0.000365	0.488797
-0.768394	-4.260462	0.126464	0.000332	0.488162
-0.530238	-4.619090	0.129792	0.000274	0.487450
-0.986793	-4.714195	0.133120	0.000385	0.486740
-1.476432	-4.773632	0.136448	0.000503	0.486092
-1.256791	-5.089165	0.139776	0.000450	0.485472
-1.249129	-5.350072	0.143104	0.000448	0.484784
-1.103552	-5.673406	0.146432	0.000413	0.484068
-1.318394	-5.879066	0.149760	0.000465	0.483301
-1.522667	-6.066030	0.153088	0.000514	0.482594
-1.736306	-6.252616	0.156416	0.000566	0.481878
-1.717372	-6.527767	0.159744	0.000562	0.481158
-1.744760	-6.782819	0.163072	0.000568	0.480445
-1.719610	-7.076349	0.166400	0.000562	0.479679
-2.215276	-7.173358	0.169728	0.000682	0.478913
-2.182121	-7.446804	0.173056	0.000674	0.478208
-2.338552	-7.675161	0.176384	0.000712	0.477430
-2.391715	-7.919677	0.179712	0.000725	0.476713
-3.297110	-7.845469	0.183040	0.000945	0.475988
-4.953518	-7.417371	0.186368	0.001346	0.475454
-5.973382	-7.137067	0.189696	0.001593	0.475170
-6.270763	-7.093486	0.193024	0.001665	0.474984
-6.759518	-6.950524	0.196352	0.001783	0.474872
-7.563404	-6.649949	0.199680	0.001978	0.474865
-8.748562	-6.200057	0.203008	0.002265	0.474873
-8.506145	-6.189083	0.206336	0.002206	0.475152
-7.988612	-6.375007	0.209664	0.002081	0.475178
-8.227064	-6.285715	0.212992	0.002139	0.475176
-8.840903	-6.055842	0.216320	0.002287	0.475172
-9.096338	-5.844549	0.219648	0.002349	0.475485
-8.910513	-5.911240	0.222976	0.002304	0.475495
-8.764871	-5.967439	0.226304	0.002269	0.475491
-8.230005	-6.171462	0.229632	0.002139	0.475485
-8.751011	-5.976627	0.232960	0.002265	0.475481
-8.680087	-6.003069	0.236288	0.002248	0.475482
-8.348406	-6.128378	0.239616	0.002168	0.475481
-7.869278	-6.382491	0.242944	0.002051	0.475282
-8.253268	-6.310285	0.246272	0.002144	0.475084
-8.823339	-6.172904	0.249600	0.002283	0.474873
-9.587838	-5.885005	0.252928	0.002468	0.474872
-9.147541	-6.050947	0.256256	0.002361	0.474873
-8.948330	-6.222558	0.259584	0.002313	0.474610
-9.017796	-6.218777	0.262912	0.002329	0.474549
-9.869317	-6.008504	0.266240	0.002536	0.474247
-10.254261	-5.867661	0.269568	0.002629	0.474235
-10.271137	-5.858676	0.272896	0.002633	0.474243
-9.678200	-6.083294	0.276224	0.002489	0.474240
-9.661357	-6.132944	0.279552	0.002485	0.474122
-10.560503	-5.864221	0.282880	0.002703	0.473930
-10.897692	-5.737812	0.286208	0.002785	0.473928
-10.714202	-5.808388	0.289536	0.002740	0.473925
-10.052970	-6.082608	0.292864	0.002580	0.473857
-10.091960	-6.152111	0.296192	0.002589	0.473627
-10.757435	-6.014457	0.299520	0.002751	0.473318
-10.955114	-5.939481	0.302848	0.002798	0.473319
-10.842901	-6.045427	0.306176	0.002771	0.473146
-10.344352	-6.294250	0.309504	0.002650	0.472979
-10.467251	-6.353408	0.312832	0.002680	0.472691
-10.512912	-6.440714	0.316160	0.002691	0.472405
-11.527991	-6.170061	0.319488	0.002937	0.472098
-11.561530	-6.166720	0.322816	0.002945	0.472072
-11.489196	-6.274295	0.326144	0.002928	0.471852
-11.792477	-6.191509	0.329472	0.003001	0.471766
-12.471116	-6.034945	0.332800	0.003165	0.471494
-12.805564	-5.922089	0.336128	0.003246	0.471457
-12.867968	-5.901222	0.339456	0.003262	0.471450
-12.636284	-5.985532	0.342784	0.003205	0.471459
-12.557384	-6.049497	0.346112	0.003186	0.471365
-13.179650	-5.895501	0.349440	0.003337	0.471144
-13.507158	-5.768263	0.352768	0.003416	0.471154
-13.342752	-5.827708	0.356096	0.003376	0.471162
-12.641642	-6.117673	0.359424	0.003206	0.471091
-12.517213	-6.267798	0.362752	0.003176	0.470808
-13.247297	-6.087931	0.366080	0.003353	0.470546
-13.898674	-5.843548	0.369408	0.003511	0.470543
-13.406379	-6.094135	0.372736	0.003392	0.470364
-13.264994	-6.210556	0.376064	0.003357	0.470191
-13.297139	-6.298934	0.379392	0.003365	0.469914
-14.131935	-6.058833	0.382720	0.003567	0.469709
-14.495744	-5.962387	0.386048	0.003655	0.469597
-14.278734	-6.042586	0.389376	0.003603	0.469601
-14.205091	-6.173230	0.392704	0.003585	0.469318
-14.424307	-6.114529	0.396032	0.003638	0.469252
-15.115296	-5.953486	0.399360	0.003805	0.468978
-16.147843	-5.568234	0.402688	0.004055	0.468966
-15.553223	-5.722970	0.406016	0.003911	0.469158
-15.230580	-5.913933	0.409344	0.003833	0.468967
-15.037842	-5.988450	0.412672	0.003786	0.468962
-15.243981	-6.012069	0.416000	0.003836	0.468683
-15.728950	-5.840987	0.419328	0.003954	0.468650
-15.254745	-6.084105	0.422656	0.003839	0.468473
-15.419118	-6.081862	0.425984	0.003879	0.468308
-15.627503	-6.103366	0.429312	0.003929	0.468032
-15.389678	-6.252620	0.432640	0.003872	0.467867
-15.627684	-6.235277	0.435968	0.003929	0.467667
-15.965217	-6.199742	0.439296	0.004011	0.467413
-16.065409	-6.251866	0.442624	0.004035	0.467164
-16.570285	-6.086872	0.445952	0.004157	0.467094
-16.318587	-6.283278	0.449280	0.004096	0.466813
-16.639873	-6.221260	0.452608	0.004174	0.466649
-17.714781	-5.883425	0.455936	0.004435	0.466462
-19.181850	-5.290191	0.459264	0.004790	0.466573
-18.627502	-5.426020	0.462592	0.004656	0.466776
-17.597936	-5.810950	0.465920	0.004406	0.466786
-17.470885	-5.861780	0.469248	0.004375	0.466778
-18.337550	-5.601115	0.472576	0.004585	0.466595
-19.529188	-5.088467	0.475904	0.004874	0.466770
-18.050404	-5.642859	0.479232	0.004516	0.466780
-16.455868	-6.319179	0.482560	0.004129	0.466572
-16.932226	-6.291103	0.485888	0.004245	0.466151
-18.664738	-5.748676	0.489216	0.004664	0.465843
-19.528856	-5.420738	0.492544	0.004874	0.465849
-17.854283	-6.054791	0.495872	0.004468	0.465843
-17.126540	-6.468043	0.499200	0.004292	0.465457
-17.952430	-6.276986	0.502528	0.004492	0.465122
-19.489095	-5.766703	0.505856	0.004864	0.464930
-19.224437	-5.868223	0.509184	0.004800	0.464925
-18.575978	-6.189693	0.512512	0.004643	0.464711
-18.122553	-6.478030	0.515840	0.004533	0.464384
-19.829137	-5.940979	0.519168	0.004946	0.464087
