Thu Oct 24 21:07:27 2024

Number of Points = 51000
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.000000	-0.099696	0.000000	-0.000068	0.500343

-0.028193	-0.093733	0.003328	-0.000061	0.500331
-0.244573	-0.007173	0.006656	-0.000009	0.500344
-0.338806	0.030528	0.009984	0.000014	0.500350
-0.369543	-0.071407	0.013312	0.000022	0.500056
-0.084586	-0.186138	0.016640	-0.000047	0.500037
0.007826	-0.293675	0.019968	-0.000070	0.499849
-0.208555	-0.255658	0.023296	-0.000017	0.499737
-0.400721	-0.303962	0.026624	0.000029	0.499425
-0.403597	-0.337913	0.029952	0.000030	0.499334
-0.196085	-0.515199	0.033280	-0.000021	0.499077
-0.328096	-0.578234	0.036608	0.000011	0.498785
-0.506285	-0.614349	0.039936	0.000055	0.498517
-0.679703	-0.646836	0.043264	0.000097	0.498264
-0.668550	-0.748580	0.046592	0.000094	0.498011
-0.521680	-0.914963	0.049920	0.000058	0.497722
-0.430829	-1.084683	0.053248	0.000036	0.497370
-0.623817	-1.143195	0.056576	0.000083	0.497029
-0.984535	-1.139135	0.059904	0.000170	0.496686
-0.883317	-1.292953	0.063232	0.000146	0.496385
-0.879680	-1.430695	0.066560	0.000145	0.496029
-0.482549	-1.752809	0.069888	0.000049	0.495580
-0.791366	-1.800844	0.073216	0.000124	0.495150
-1.127294	-1.844576	0.076544	0.000205	0.494705
-1.067965	-2.026066	0.079872	0.000191	0.494289
-1.081754	-2.185370	0.083200	0.000194	0.493859
-1.276539	-2.293348	0.086528	0.000241	0.493384
-1.293883	-2.446301	0.089856	0.000245	0.492966
-1.479841	-2.569217	0.093184	0.000290	0.492459
-1.380639	-2.773338	0.096512	0.000266	0.492021
-1.554610	-2.902908	0.099840	0.000308	0.491508
-1.542700	-3.095777	0.103168	0.000306	0.491012
-1.656759	-3.247723	0.106496	0.000333	0.490499
-1.773933	-3.406560	0.109824	0.000362	0.489963
-1.943062	-3.539175	0.113152	0.000403	0.489445
-1.828108	-3.781157	0.116480	0.000375	0.488919
-2.033487	-3.909361	0.119808	0.000425	0.488375
-2.228555	-4.055539	0.123136	0.000472	0.487793
-2.526355	-4.139277	0.126464	0.000544	0.487273
-2.418954	-4.373743	0.129792	0.000518	0.486758
-2.487923	-4.557739	0.133120	0.000535	0.486200
-2.321144	-4.843741	0.136448	0.000494	0.485606
-2.679617	-4.935279	0.139776	0.000581	0.485002
-2.749523	-5.125624	0.143104	0.000598	0.484424
-2.823490	-5.317745	0.146432	0.000616	0.483836
-2.973444	-5.483213	0.149760	0.000652	0.483243
-3.085537	-5.664704	0.153088	0.000680	0.482644
-3.414079	-5.760734	0.156416	0.000759	0.482054
-3.493280	-5.933471	0.159744	0.000778	0.481510
-3.772989	-6.048445	0.163072	0.000846	0.480918
-3.920891	-6.199683	0.166400	0.000882	0.480361
-4.085666	-6.331617	0.169728	0.000922	0.479838
-5.953262	-5.807450	0.173056	0.001374	0.479353
-7.185517	-5.389877	0.176384	0.001673	0.479226
-7.378654	-5.318603	0.179712	0.001720	0.479222
-7.638475	-5.221656	0.183040	0.001782	0.479220
-7.770806	-5.177470	0.186368	0.001814	0.479205
-7.945201	-5.110458	0.189696	0.001857	0.479208
-8.821493	-4.778891	0.193024	0.002069	0.479212
-8.143586	-5.036495	0.196352	0.001905	0.479206
-8.625140	-4.850063	0.199680	0.002021	0.479220
-8.055107	-5.064085	0.203008	0.001883	0.479222
-8.958136	-4.724091	0.206336	0.002102	0.479221
-8.335137	-4.964505	0.209664	0.001951	0.479206
-8.902750	-4.751051	0.212992	0.002088	0.479205
-7.987334	-5.096459	0.216320	0.001867	0.479205
-9.827128	-4.400157	0.219648	0.002312	0.479212
-8.781886	-4.795271	0.222976	0.002059	0.479209
-9.837201	-4.394853	0.226304	0.002315	0.479216
-8.433403	-4.952238	0.229632	0.001974	0.479141
-9.474159	-4.652663	0.232960	0.002227	0.478890
-9.017323	-4.824577	0.236288	0.002116	0.478891
-10.056783	-4.429124	0.239616	0.002368	0.478901
-8.123866	-5.232411	0.242944	0.001899	0.478700
-8.466084	-5.214976	0.246272	0.001982	0.478398
-8.785287	-5.228655	0.249600	0.002060	0.478036
-10.406698	-4.644126	0.252928	0.002452	0.477963
-9.875227	-4.909385	0.256256	0.002324	0.477788
-9.863645	-4.963100	0.259584	0.002321	0.477654
-8.959236	-5.383904	0.262912	0.002102	0.477438
-10.630413	-4.786403	0.266240	0.002506	0.477350
-11.581260	-4.501374	0.269568	0.002737	0.477151
-11.153017	-4.590747	0.272896	0.002633	0.477347
-10.510616	-4.894762	0.276224	0.002477	0.477179
-10.687902	-4.884302	0.279552	0.002520	0.477027
-11.377114	-4.706072	0.282880	0.002687	0.476805
-12.000172	-4.411944	0.286208	0.002838	0.476966
