Thu Oct 24 21:36:14 2024

Number of Points = 51000
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.000000	-0.358279	0.000000	-0.000189	0.500941

-0.130512	-0.307675	0.003328	-0.000157	0.500945
-0.407574	-0.298561	0.006656	-0.000090	0.500699
-0.206184	-0.394691	0.009984	-0.000139	0.500647
-0.217116	-0.484982	0.013312	-0.000137	0.500403
0.080114	-0.675877	0.016640	-0.000209	0.500199
-0.075976	-0.727635	0.019968	-0.000171	0.499913
-0.264383	-0.749468	0.023296	-0.000125	0.499673
-0.394903	-0.805055	0.026624	-0.000094	0.499402
-0.338771	-0.947963	0.029952	-0.000107	0.499087
-0.318353	-1.073276	0.033280	-0.000112	0.498782
-0.463632	-1.140812	0.036608	-0.000077	0.498465
-0.532597	-1.249286	0.039936	-0.000060	0.498117
-0.471737	-1.409416	0.043264	-0.000075	0.497760
-0.159549	-1.673178	0.046592	-0.000151	0.497381
-0.378363	-1.762746	0.049920	-0.000098	0.496933
-0.678702	-1.819342	0.053248	-0.000025	0.496492
-0.596987	-2.004330	0.056576	-0.000045	0.496090
-0.798430	-2.104961	0.059904	0.000004	0.495630
-0.775602	-2.283771	0.063232	-0.000002	0.495186
-0.775170	-2.457984	0.066560	-0.000002	0.494731
-0.912629	-2.588777	0.069888	0.000032	0.494253
-0.855756	-2.811499	0.073216	0.000018	0.493727
-0.846650	-3.005858	0.076544	0.000016	0.493226
-0.816454	-3.223106	0.079872	0.000008	0.492686
-1.074625	-3.344896	0.083200	0.000071	0.492111
-1.121126	-3.540279	0.086528	0.000082	0.491551
-1.296524	-3.679967	0.089856	0.000125	0.491010
-0.877678	-4.064392	0.093184	0.000023	0.490413
-0.972762	-4.279332	0.096512	0.000046	0.489751
-1.384197	-4.365769	0.099840	0.000146	0.489113
-1.390930	-4.594511	0.103168	0.000148	0.488501
-1.369194	-4.846012	0.106496	0.000142	0.487857
-1.395475	-5.089849	0.109824	0.000149	0.487184
-1.451684	-5.334614	0.113152	0.000162	0.486478
-1.823492	-5.447514	0.116480	0.000252	0.485805
-1.678496	-5.751406	0.119808	0.000217	0.485141
-1.510102	-6.079902	0.123136	0.000176	0.484434
-1.215597	-6.493409	0.126464	0.000105	0.483626
-1.578023	-6.656914	0.129792	0.000193	0.482823
-1.981812	-6.799128	0.133120	0.000291	0.482033
-2.287828	-6.948985	0.136448	0.000365	0.481321
-1.925835	-7.362304	0.139776	0.000277	0.480577
-1.823645	-7.696892	0.143104	0.000253	0.479780
-2.117855	-7.903796	0.146432	0.000324	0.478922
-2.608198	-8.000313	0.149760	0.000443	0.478162
-2.534511	-8.315774	0.153088	0.000425	0.477383
-2.425358	-8.646822	0.156416	0.000398	0.476597
-2.231332	-9.029417	0.159744	0.000351	0.475757
-2.584641	-9.221589	0.163072	0.000437	0.474872
-2.884916	-9.417575	0.166400	0.000510	0.474029
