Thu Oct 24 20:28:26 2024

Number of Points = 51000
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.000000	0.087462	0.000000	0.000027	0.498902

0.231598	-0.014862	0.003328	-0.000029	0.498863
0.135613	-0.010379	0.006656	-0.000006	0.498781
0.189361	-0.029338	0.009984	-0.000019	0.498785
-0.019476	0.046997	0.013312	0.000032	0.498779
0.054657	-0.075151	0.016640	0.000014	0.498535
0.395925	-0.227778	0.019968	-0.000069	0.498472
0.200857	-0.256382	0.023296	-0.000022	0.498207
0.066303	-0.270261	0.026624	0.000011	0.498040
0.049053	-0.340164	0.029952	0.000015	0.497842
0.285009	-0.516688	0.033280	-0.000042	0.497614
0.482614	-0.703478	0.036608	-0.000090	0.497322
0.184712	-0.715015	0.039936	-0.000018	0.497000
0.216002	-0.850964	0.043264	-0.000025	0.496677
0.126117	-0.944402	0.046592	-0.000004	0.496346
0.048186	-1.055166	0.049920	0.000015	0.495980
0.253743	-1.293394	0.053248	-0.000035	0.495561
0.148986	-1.393119	0.056576	-0.000009	0.495198
-0.218519	-1.397255	0.059904	0.000080	0.494825
-0.161524	-1.580270	0.063232	0.000066	0.494403
-0.181845	-1.729618	0.066560	0.000071	0.493992
-0.036047	-1.947641	0.069888	0.000036	0.493565
-0.400458	-1.999571	0.073216	0.000124	0.493069
-0.682114	-2.048176	0.076544	0.000192	0.492663
-0.576267	-2.260172	0.079872	0.000166	0.492211
-0.457953	-2.471321	0.083200	0.000138	0.491773
-0.432118	-2.690991	0.086528	0.000132	0.491221
-0.501695	-2.864971	0.089856	0.000148	0.490693
-0.881048	-2.909820	0.093184	0.000240	0.490198
-0.758393	-3.159440	0.096512	0.000211	0.489661
-0.655112	-3.397731	0.099840	0.000186	0.489134
-0.355914	-3.744872	0.103168	0.000113	0.488514
-0.417423	-3.973307	0.106496	0.000128	0.487848
-0.931921	-4.026027	0.109824	0.000253	0.487194
-1.042084	-4.217966	0.113152	0.000279	0.486573
-1.018892	-4.458284	0.116480	0.000274	0.485958
-0.659507	-4.834546	0.119808	0.000187	0.485316
-0.948898	-5.003022	0.123136	0.000257	0.484576
-1.195094	-5.169923	0.126464	0.000317	0.483882
-1.710191	-5.207526	0.129792	0.000441	0.483263
-1.490612	-5.527652	0.133120	0.000388	0.482627
-1.407289	-5.812668	0.136448	0.000368	0.481947
-1.506201	-6.043803	0.139776	0.000392	0.481226
-2.114747	-6.072880	0.143104	0.000540	0.480531
-2.836450	-6.011757	0.146432	0.000714	0.479963
-3.614832	-5.918699	0.149760	0.000903	0.479422
-9.540649	-3.724205	0.153088	0.002339	0.479316
-10.426386	-3.073756	0.156416	0.002553	0.480170
-6.118761	-4.599822	0.159744	0.001509	0.480433
-6.375045	-4.505700	0.163072	0.001571	0.480427
-5.131658	-5.005392	0.166400	0.001270	0.480344
-9.367065	-3.420217	0.169728	0.002296	0.480313
-8.990940	-3.349790	0.173056	0.002205	0.480884
-8.191896	-3.552815	0.176384	0.002011	0.481149
-4.769189	-4.834512	0.179712	0.001182	0.481172
-5.582030	-4.688573	0.183040	0.001379	0.480740
-7.195394	-4.190278	0.186368	0.001770	0.480444
-9.798503	-3.139408	0.189696	0.002401	0.480632
-6.259264	-4.434408	0.193024	0.001543	0.480738
-6.049022	-4.589911	0.196352	0.001492	0.480533
-6.178335	-4.660486	0.199680	0.001523	0.480211
-9.426317	-3.468736	0.203008	0.002310	0.480123
-8.138854	-3.913451	0.206336	0.001998	0.480233
-8.713112	-3.702230	0.209664	0.002137	0.480219
-7.125391	-4.309376	0.212992	0.001753	0.480196
-7.789965	-4.105419	0.216320	0.001914	0.480071
-7.503896	-4.298281	0.219648	0.001844	0.479842
-8.972371	-3.746550	0.222976	0.002200	0.479837
-8.719408	-3.865421	0.226304	0.002139	0.479773
-9.053557	-3.834563	0.229632	0.002220	0.479517
-8.224521	-4.148015	0.232960	0.002019	0.479515
-7.825091	-4.347762	0.236288	0.001922	0.479382
-8.336528	-4.264005	0.239616	0.002046	0.479088
-8.381965	-4.324438	0.242944	0.002057	0.478878
-9.506086	-4.006143	0.246272	0.002329	0.478593
-9.426988	-4.042465	0.249600	0.002310	0.478576
-8.694889	-4.348637	0.252928	0.002133	0.478495
-9.543254	-4.110626	0.256256	0.002338	0.478273
-10.762030	-3.648459	0.259584	0.002633	0.478281
-10.605145	-3.711111	0.262912	0.002595	0.478271
-10.008097	-3.938486	0.266240	0.002451	0.478265
-8.854576	-4.452199	0.269568	0.002171	0.478052
-10.399252	-3.930734	0.272896	0.002545	0.477888
-11.151551	-3.737332	0.276224	0.002728	0.477643
-11.993082	-3.336156	0.279552	0.002931	0.477871
-10.088215	-4.049119	0.282880	0.002470	0.477885
-9.670268	-4.307175	0.286208	0.002369	0.477613
-9.493303	-4.517313	0.289536	0.002326	0.477224
-11.739306	-3.745142	0.292864	0.002870	0.477022
-11.731116	-3.747981	0.296192	0.002868	0.477023
-10.728562	-4.123498	0.299520	0.002625	0.477030
-8.781214	-5.021479	0.302848	0.002153	0.476586
-10.865020	-4.402283	0.306176	0.002658	0.476134
-12.321011	-3.923344	0.309504	0.003011	0.475943
-14.087210	-3.197710	0.312832	0.003439	0.476106
-12.151845	-3.850090	0.316160	0.002970	0.476316
-11.045309	-4.354132	0.319488	0.002702	0.476080
-12.037882	-4.088532	0.322816	0.002942	0.475785
-13.202589	-3.651620	0.326144	0.003224	0.475779
-13.933686	-3.371897	0.329472	0.003401	0.475790
-12.751529	-3.779727	0.332800	0.003115	0.475894
-11.020944	-4.540477	0.336128	0.002696	0.475599
-12.799697	-3.985770	0.339456	0.003126	0.475284
-14.385029	-3.431826	0.342784	0.003511	0.475165
-15.297460	-2.978842	0.346112	0.003732	0.475461
-12.635913	-3.975257	0.349440	0.003087	0.475481
-10.821630	-4.758976	0.352768	0.002647	0.475210
-11.456118	-4.738165	0.356096	0.002801	0.474615
-14.052933	-3.900710	0.359424	0.003430	0.474229
-14.465833	-3.741624	0.362752	0.003530	0.474238
-13.805660	-3.988066	0.366080	0.003370	0.474245
-11.100078	-5.131549	0.369408	0.002715	0.473908
-13.842914	-4.297734	0.372736	0.003379	0.473361
-15.309272	-3.762641	0.376064	0.003734	0.473312
-18.030509	-2.679452	0.379392	0.004393	0.473469
-14.030444	-4.037437	0.382720	0.003424	0.473880
-13.095863	-4.548081	0.386048	0.003198	0.473447
-13.363726	-4.578180	0.389376	0.003263	0.473089
-18.475806	-2.703797	0.392704	0.004501	0.472943
-16.949772	-3.094967	0.396032	0.004131	0.473448
-15.949175	-3.405767	0.399360	0.003889	0.473629
-12.351183	-4.884712	0.402688	0.003017	0.473295
-15.077086	-4.061830	0.406016	0.003678	0.472735
-16.634906	-3.493126	0.409344	0.004055	0.472684
-18.684661	-2.665973	0.412672	0.004552	0.472832
-14.910089	-4.033312	0.416000	0.003637	0.472986
-12.258369	-5.208262	0.419328	0.002995	0.472507
-12.959267	-5.246801	0.422656	0.003165	0.471677
-18.213568	-3.395617	0.425984	0.004437	0.471320
-18.982343	-3.000056	0.429312	0.004624	0.471610
-16.969358	-3.674359	0.432640	0.004136	0.471843
-13.007293	-5.315621	0.435968	0.003176	0.471439
-15.474780	-4.612598	0.439296	0.003774	0.470814
-18.953199	-3.386652	0.442624	0.004617	0.470578
-20.130590	-2.793379	0.445952	0.004902	0.470989
-17.938145	-3.522769	0.449280	0.004371	0.471257
-15.341088	-4.570307	0.452608	0.003741	0.471069
-15.860814	-4.579311	0.455936	0.003867	0.470506
-21.567750	-2.433413	0.459264	0.005250	0.470489
-21.281408	-2.324634	0.462592	0.005180	0.471085
-17.919915	-3.462417	0.465920	0.004366	0.471442
-13.181606	-5.439903	0.469248	0.003218	0.470918
-15.326982	-4.976166	0.472576	0.003738	0.469969
-18.984212	-3.737719	0.475904	0.004624	0.469581
-20.532090	-3.087734	0.479232	0.004999	0.469764
-17.724913	-4.124737	0.482560	0.004319	0.469824
-16.332971	-4.794363	0.485888	0.003981	0.469425
-17.118779	-4.717992	0.489216	0.004172	0.468818
-20.424541	-3.531876	0.492544	0.004973	0.468651
-20.439732	-3.491359	0.495872	0.004976	0.468747
-19.657853	-3.708158	0.499200	0.004787	0.468963
-16.940048	-4.879767	0.502528	0.004128	0.468558
-18.852020	-4.321148	0.505856	0.004592	0.468110
-21.859394	-3.213345	0.509184	0.005320	0.468037
-22.386664	-2.897360	0.512512	0.005448	0.468361
-21.655706	-3.069287	0.515840	0.005271	0.468648
-19.319707	-3.947652	0.519168	0.004705	0.468655
-19.666066	-3.908621	0.522496	0.004789	0.468402
-20.552475	-3.653027	0.525824	0.005003	0.468185
-21.482987	-3.254539	0.529152	0.005229	0.468316
-20.225195	-3.792261	0.532480	0.004924	0.468141
-20.123519	-3.873405	0.535808	0.004899	0.468023
-17.803095	-4.924555	0.539136	0.004337	0.467536
-21.034230	-3.870559	0.542464	0.005120	0.467080
-19.692966	-4.450673	0.545792	0.004795	0.466875
-22.079476	-3.588447	0.549120	0.005373	0.466770
-19.170422	-4.802167	0.552448	0.004668	0.466447
-20.865265	-4.270700	0.555776	0.005079	0.466148
-21.365784	-4.193080	0.559104	0.005200	0.465839
-23.129951	-3.527406	0.562432	0.005628	0.465840
-22.408572	-3.799319	0.565760	0.005453	0.465841
-22.188227	-3.883744	0.569088	0.005399	0.465837
-22.112252	-4.001371	0.572416	0.005381	0.465590
-24.110155	-3.203889	0.575744	0.005865	0.465713
-24.201348	-3.125182	0.579072	0.005887	0.465836
-23.612354	-3.263720	0.582400	0.005744	0.466068
-20.883566	-4.369746	0.585728	0.005083	0.465855
-22.048191	-4.090822	0.589056	0.005365	0.465410
-23.489446	-3.617665	0.592384	0.005714	0.465214
-24.952682	-3.025969	0.595712	0.006069	0.465325
-21.986465	-4.112926	0.599040	0.005350	0.465413
-20.733144	-4.779650	0.602368	0.005047	0.464873
-21.828852	-4.548710	0.605696	0.005312	0.464366
-25.169271	-3.421476	0.609024	0.006121	0.463996
-24.787939	-3.462218	0.612352	0.006029	0.464284
-23.261208	-4.091672	0.615680	0.005659	0.464134
-22.496616	-4.460781	0.619008	0.005474	0.463909
-22.658342	-4.564616	0.622336	0.005513	0.463449
-25.896347	-3.382463	0.625664	0.006297	0.463340
-26.654746	-3.067760	0.628992	0.006481	0.463420
-25.318077	-3.487317	0.632320	0.006157	0.463657
-23.327364	-4.285449	0.635648	0.005675	0.463525
-24.056861	-4.145689	0.638976	0.005852	0.463147
-25.932179	-3.477921	0.642304	0.006306	0.463036
-26.336424	-3.324064	0.645632	0.006404	0.463040
-25.527051	-3.628602	0.648960	0.006208	0.463042
-24.075377	-4.222853	0.652288	0.005856	0.462912
-24.926575	-4.012005	0.655616	0.006062	0.462604
-25.471251	-3.873294	0.658944	0.006194	0.462417
-26.735945	-3.394350	0.662272	0.006500	0.462423
-24.962218	-4.120060	0.665600	0.006071	0.462264
-24.557519	-4.393646	0.668928	0.005973	0.461926
-23.342313	-5.021799	0.672256	0.005678	0.461450
-26.614173	-3.982148	0.675584	0.006471	0.460904
-27.848806	-3.464637	0.678912	0.006770	0.461050
-28.304796	-3.248762	0.682240	0.006880	0.461173
-26.814550	-3.812488	0.685568	0.006519	0.461168
-26.840937	-3.802411	0.688896	0.006526	0.461169
-26.127473	-4.166498	0.692224	0.006353	0.460902
-29.313915	-2.982170	0.695552	0.007125	0.460853
-28.139507	-3.389928	0.698880	0.006840	0.460952
-29.317826	-2.871937	0.702208	0.007126	0.461159
-25.261383	-4.448300	0.705536	0.006143	0.461029
-27.382764	-3.800421	0.708864	0.006657	0.460601
-27.429891	-3.824852	0.712192	0.006668	0.460483
-28.688059	-3.435720	0.715520	0.006973	0.460243
-26.702472	-4.193274	0.718848	0.006492	0.460219
-26.740561	-4.298727	0.722176	0.006501	0.459882
-26.908239	-4.383529	0.725504	0.006542	0.459465
-27.602150	-4.238812	0.728832	0.006710	0.459135
-29.026154	-3.744495	0.732160	0.007055	0.459015
-28.364329	-4.049037	0.735488	0.006894	0.458860
-29.001760	-3.866670	0.738816	0.007049	0.458696
-26.664186	-4.843215	0.742144	0.006482	0.458429
-29.877817	-3.759165	0.745472	0.007261	0.458067
-29.601416	-3.860539	0.748800	0.007194	0.458075
-32.088479	-2.890626	0.752128	0.007796	0.458165
-29.858261	-3.653678	0.755456	0.007256	0.458386
-30.213414	-3.519436	0.758784	0.007342	0.458387
-29.098860	-4.000682	0.762112	0.007072	0.458215
-31.128714	-3.282139	0.765440	0.007564	0.458082
-30.988132	-3.338382	0.768768	0.007530	0.458073
-32.185484	-2.815874	0.772096	0.007820	0.458274
-28.255225	-4.303568	0.775424	0.006868	0.458259
-29.048904	-4.185254	0.778752	0.007060	0.457748
-28.922827	-4.372262	0.782080	0.007029	0.457353
-31.494849	-3.478975	0.785408	0.007652	0.457135
-30.650090	-3.795307	0.788736	0.007448	0.457142
-29.245248	-4.461463	0.792064	0.007107	0.456756
-29.276799	-4.596575	0.795392	0.007115	0.456340
-30.603182	-4.232890	0.798720	0.007436	0.455952
-33.231642	-3.262190	0.802048	0.008073	0.455893
-32.681638	-3.387071	0.805376	0.007940	0.456127
-31.201371	-3.976078	0.808704	0.007581	0.456041
-30.314137	-4.411117	0.812032	0.007366	0.455756
-31.486209	-4.108598	0.815360	0.007650	0.455359
-33.846080	-3.228833	0.818688	0.008222	0.455329
-33.751899	-3.175218	0.822016	0.008199	0.455583
-32.614529	-3.603233	0.825344	0.007923	0.455586
-31.214707	-4.172052	0.828672	0.007584	0.455471
-32.277756	-3.904340	0.832000	0.007842	0.455092
-33.718517	-3.403041	0.835328	0.008191	0.454972
-33.130395	-3.623397	0.838656	0.008048	0.454976
-31.931026	-4.086823	0.841984	0.007758	0.454945
-30.903914	-4.637524	0.845312	0.007509	0.454481
-33.030655	-3.984558	0.848640	0.008024	0.454055
-33.649903	-3.780556	0.851968	0.008174	0.453971
-34.921974	-3.280284	0.855296	0.008482	0.454029
-33.248399	-3.916381	0.858624	0.008077	0.454015
-32.262178	-4.396600	0.861952	0.007838	0.453707
-32.451546	-4.483461	0.865280	0.007884	0.453255
-35.292438	-3.460953	0.868608	0.008572	0.453115
-35.195048	-3.498789	0.871936	0.008548	0.453112
-34.543251	-3.711813	0.875264	0.008390	0.453206
-33.079605	-4.355456	0.878592	0.008036	0.452945
-34.928989	-3.706539	0.881920	0.008484	0.452805
-35.967112	-3.320399	0.885248	0.008735	0.452789
-37.088498	-2.853373	0.888576	0.009007	0.452915
-34.201766	-3.921856	0.891904	0.008307	0.452974
-32.946786	-4.519208	0.895232	0.008003	0.452620
-34.119166	-4.271324	0.898560	0.008287	0.452064
-36.157488	-3.571846	0.901888	0.008781	0.451865
-37.421495	-3.033953	0.905216	0.009087	0.452040
-33.861442	-4.367549	0.908544	0.008225	0.452067
-34.166854	-4.443936	0.911872	0.008299	0.451518
-34.720107	-4.359713	0.915200	0.008433	0.451161
-37.502056	-3.385988	0.918528	0.009107	0.450943
-36.567997	-3.673110	0.921856	0.008880	0.451131
-36.474096	-3.774640	0.925184	0.008858	0.450941
-34.915027	-4.410509	0.928512	0.008480	0.450805
-37.040300	-3.744960	0.931840	0.008995	0.450413
-38.591078	-3.097246	0.935168	0.009370	0.450593
-38.469785	-3.120735	0.938496	0.009341	0.450657
-36.704713	-3.704687	0.941824	0.008913	0.450893
-35.033778	-4.478475	0.945152	0.008509	0.450482
-36.866936	-3.936238	0.948480	0.008953	0.450052
-37.210033	-3.845074	0.951808	0.009036	0.449942
-39.412186	-3.031064	0.955136	0.009569	0.449893
-36.754677	-4.008648	0.958464	0.008925	0.449966
-36.782910	-4.117577	0.961792	0.008932	0.449622
-36.669594	-4.268371	0.965120	0.008905	0.449311
-37.946669	-3.864632	0.968448	0.009214	0.449086
-37.065370	-4.289997	0.971776	0.009001	0.448818
-39.036118	-3.672317	0.975104	0.009478	0.448455
-37.232561	-4.359116	0.978432	0.009041	0.448437
-39.045237	-3.779625	0.981760	0.009480	0.448135
-38.787328	-3.877507	0.985088	0.009418	0.448134
-40.352003	-3.283504	0.988416	0.009797	0.448144
-39.125970	-3.750473	0.991744	0.009500	0.448132
-39.449996	-3.628981	0.995072	0.009578	0.448130
-39.165126	-3.810726	0.998400	0.009509	0.447915
-41.103672	-3.040170	1.001728	0.009979	0.448028
-38.646139	-3.996165	1.005056	0.009383	0.447946
-41.289277	-3.012974	1.008384	0.010024	0.447905
-37.642172	-4.449902	1.011712	0.009140	0.447729
-40.556578	-3.425208	1.015040	0.009846	0.447512
-36.684260	-5.003818	1.018368	0.008908	0.447173
-41.152935	-3.501773	1.021696	0.009991	0.446639
-40.008971	-3.913548	1.025024	0.009713	0.446697
-40.330365	-3.832500	1.028352	0.009791	0.446580
-38.930867	-4.474034	1.031680	0.009452	0.446251
-40.284395	-4.065656	1.035008	0.009780	0.445954
-41.330733	-3.776466	1.038336	0.010034	0.445648
-41.963158	-3.469141	1.041664	0.010187	0.445847
-40.472556	-4.093301	1.044992	0.009826	0.445668
-40.470095	-4.148632	1.048320	0.009825	0.445510
-41.298819	-3.955514	1.051648	0.010026	0.445163
-42.925288	-3.333206	1.054976	0.010420	0.445188
-43.304053	-3.141562	1.058304	0.010511	0.445329
-42.606722	-3.339493	1.061632	0.010342	0.445519
-40.382466	-4.285577	1.064960	0.009804	0.445209
-42.535942	-3.535030	1.068288	0.010325	0.445029
-42.734483	-3.458679	1.071616	0.010373	0.445033
-43.799287	-3.054932	1.074944	0.010631	0.445039
-40.653211	-4.266693	1.078272	0.009869	0.444967
-40.362340	-4.566272	1.081600	0.009799	0.444415
-42.808239	-3.758254	1.084928	0.010391	0.444080
-42.476067	-3.952719	1.088256	0.010311	0.443878
-44.181956	-3.298694	1.091584	0.010724	0.443908
-39.992411	-4.973128	1.094912	0.009709	0.443636
-42.846057	-4.061181	1.098240	0.010400	0.443154
-42.298163	-4.350575	1.101568	0.010267	0.442913
-45.806905	-3.048301	1.104896	0.011117	0.442849
-43.990565	-3.717625	1.108224	0.010677	0.442896
-43.324977	-3.987118	1.111552	0.010516	0.442843
-43.236314	-4.110684	1.114880	0.010495	0.442579
-45.334780	-3.330197	1.118208	0.011003	0.442546
-45.862452	-3.131652	1.121536	0.011131	0.442544
-44.772965	-3.450297	1.124864	0.010867	0.442815
-43.368685	-4.084177	1.128192	0.010527	0.442511
-43.978182	-3.952867	1.131520	0.010674	0.442223
-45.559563	-3.429427	1.134848	0.011057	0.442008
-45.822275	-3.253671	1.138176	0.011121	0.442232
-44.890682	-3.640861	1.141504	0.010895	0.442128
-42.880692	-4.498411	1.144832	0.010408	0.441838
-44.291178	-4.126800	1.148160	0.010750	0.441367
-44.718608	-4.057833	1.151488	0.010853	0.441096
-46.726769	-3.339862	1.154816	0.011340	0.440979
-44.847726	-4.048590	1.158144	0.010885	0.440981
-44.221642	-4.422863	1.161472	0.010733	0.440575
-44.135515	-4.578423	1.164800	0.010712	0.440214
-46.249091	-3.911368	1.168128	0.011224	0.439829
-47.099839	-3.612558	1.171456	0.011430	0.439764
-47.223155	-3.566339	1.174784	0.011460	0.439763
-47.028011	-3.565899	1.178112	0.011413	0.439981
