Thu Oct 24 20:17:11 2024

Number of Points = 51000
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
0.000000	-0.078062	0.000000	-0.000045	0.498148

-0.039841	-0.134220	0.003328	-0.000036	0.497964
-0.112728	-0.149938	0.006656	-0.000018	0.497851
-0.051124	-0.173514	0.009984	-0.000033	0.497851
-0.344593	-0.069600	0.013312	0.000038	0.497833
-0.119340	-0.240726	0.016640	-0.000017	0.497609
-0.289045	-0.209098	0.019968	0.000025	0.497525
-0.278135	-0.264308	0.023296	0.000022	0.497392
-0.383471	-0.288618	0.026624	0.000047	0.497226
-0.552911	-0.302303	0.029952	0.000089	0.497024
-0.234035	-0.474452	0.033280	0.000011	0.496889
-0.244021	-0.584187	0.036608	0.000014	0.496593
-0.285471	-0.672855	0.039936	0.000024	0.496322
-0.446406	-0.716285	0.043264	0.000063	0.496050
-0.611075	-0.760297	0.046592	0.000103	0.495774
-0.533434	-0.890735	0.049920	0.000084	0.495510
-0.471342	-1.039379	0.053248	0.000069	0.495183
-0.341509	-1.217116	0.056576	0.000037	0.494846
-0.569679	-1.267463	0.059904	0.000093	0.494490
-0.522364	-1.448111	0.063232	0.000081	0.494064
-0.510586	-1.603110	0.066560	0.000078	0.493669
-0.485322	-1.770646	0.069888	0.000072	0.493255
-0.603822	-1.911696	0.073216	0.000101	0.492768
-0.614841	-2.074205	0.076544	0.000104	0.492330
-0.822829	-2.184237	0.079872	0.000154	0.491835
-0.765003	-2.376076	0.083200	0.000140	0.491387
-0.919610	-2.512165	0.086528	0.000178	0.490876
-0.898774	-2.707863	0.089856	0.000173	0.490380
-1.121071	-2.808061	0.093184	0.000227	0.489895
-1.137490	-3.018814	0.096512	0.000231	0.489322
-1.268806	-3.163601	0.099840	0.000263	0.488808
-1.474645	-3.281413	0.103168	0.000312	0.488290
-1.391623	-3.514705	0.106496	0.000292	0.487755
-1.384963	-3.735186	0.109824	0.000291	0.487177
-1.360030	-3.964602	0.113152	0.000285	0.486592
-1.433113	-4.166599	0.116480	0.000303	0.485982
-1.599788	-4.331410	0.119808	0.000343	0.485375
-1.603113	-4.555737	0.123136	0.000344	0.484774
-1.668950	-4.776626	0.126464	0.000360	0.484118
-1.842479	-4.951498	0.129792	0.000402	0.483475
-1.933067	-5.151607	0.133120	0.000424	0.482848
-1.936065	-5.397458	0.136448	0.000425	0.482186
-2.052240	-5.609074	0.139776	0.000453	0.481500
-1.990686	-5.885266	0.143104	0.000438	0.480820
-2.168070	-6.074410	0.146432	0.000481	0.480131
-2.255698	-6.292008	0.149760	0.000502	0.479455
-2.263294	-6.559462	0.153088	0.000504	0.478725
-2.503558	-6.737135	0.156416	0.000563	0.478000
-2.575053	-6.964451	0.159744	0.000580	0.477311
-2.457545	-7.289049	0.163072	0.000551	0.476551
-2.852371	-7.408352	0.166400	0.000647	0.475823
-3.060341	-7.589492	0.169728	0.000698	0.475116
-3.179421	-7.805848	0.173056	0.000727	0.474405
-3.305008	-8.026405	0.176384	0.000757	0.473673
-3.259846	-8.302263	0.179712	0.000746	0.472966
-3.372018	-8.539049	0.183040	0.000773	0.472202
-3.660419	-8.694736	0.186368	0.000843	0.471477
-3.793347	-8.896832	0.189696	0.000876	0.470785
-4.545738	-8.868268	0.193024	0.001058	0.470083
-8.958557	-7.345735	0.196352	0.002127	0.469693
-7.262059	-7.910812	0.199680	0.001716	0.469899
-6.855895	-8.176668	0.203008	0.001618	0.469589
-7.341193	-8.101576	0.206336	0.001735	0.469291
-8.699679	-7.600992	0.209664	0.002064	0.469259
-9.159644	-7.427769	0.212992	0.002176	0.469258
-7.277244	-8.160032	0.216320	0.001720	0.469197
-8.473397	-7.799361	0.219648	0.002009	0.468947
-7.928756	-8.058734	0.222976	0.001877	0.468798
-9.937768	-7.355662	0.226304	0.002364	0.468648
-7.777091	-8.172680	0.229632	0.001841	0.468642
-7.258466	-8.487257	0.232960	0.001715	0.468313
-6.574810	-8.912363	0.236288	0.001549	0.467851
-9.259044	-8.064823	0.239616	0.002200	0.467395
-9.071143	-8.135509	0.242944	0.002154	0.467395
-10.494759	-7.638393	0.246272	0.002499	0.467285
-7.006030	-9.012927	0.249600	0.001654	0.467122
-8.897938	-8.494404	0.252928	0.002112	0.466582
-8.580226	-8.709331	0.256256	0.002035	0.466318
-12.606892	-7.219750	0.259584	0.003011	0.466238
-9.764230	-8.220668	0.262912	0.002322	0.466435
-11.392942	-7.651792	0.266240	0.002717	0.466309
-9.148696	-8.526204	0.269568	0.002173	0.466232
-13.319835	-6.975930	0.272896	0.003184	0.466168
-12.029024	-7.359405	0.276224	0.002871	0.466455
-13.032043	-6.917140	0.279552	0.003114	0.466633
-9.285478	-8.311483	0.282880	0.002206	0.466684
-10.477483	-7.989920	0.286208	0.002495	0.466329
-9.566360	-8.452334	0.289536	0.002274	0.466000
-11.216744	-7.901085	0.292864	0.002674	0.465802
-10.649899	-8.218447	0.296192	0.002537	0.465514
-11.416208	-8.030313	0.299520	0.002722	0.465234
-9.983192	-8.631242	0.302848	0.002375	0.465066
-10.977469	-8.399373	0.306176	0.002616	0.464667
-10.453359	-8.700140	0.309504	0.002489	0.464380
-12.549734	-8.039651	0.312832	0.002997	0.464017
-13.107727	-7.842399	0.316160	0.003132	0.463980
-12.666669	-8.013827	0.319488	0.003025	0.463966
-12.549548	-8.057079	0.322816	0.002997	0.463969
-12.332423	-8.170882	0.326144	0.002944	0.463880
-13.900046	-7.659545	0.329472	0.003324	0.463657
