x,F1_total
-200.0,-1.840293483361024e-13
-197.9591836734694,-3.7899676316301177e-13
-195.91836734693877,-5.988125229760217e-13
-193.87755102040816,-8.509043861352256e-13
-191.83673469387756,-1.1468526736225892e-12
-189.79591836734693,-1.5062176287785056e-12
-187.75510204081633,-1.966047597689102e-12
-185.71428571428572,-2.6102987712530382e-12
-183.6734693877551,-3.704301517299464e-12
-181.6326530612245,-7.601453280668104e-12
-179.59183673469389,-0.018416666672808585
-177.55102040816325,-0.04051666666903747
-175.51020408163265,-0.05156666666843755
-173.46938775510205,-0.058933333336163254
-171.42857142857142,-0.07366666667049064
-169.3877551020408,-0.09945000000025125
-167.3469387755102,-0.11418333333680675
-165.30612244897958,-0.13996666666955437
-163.26530612244898,-0.17311666666054035
-161.22448979591837,-0.1841666666628653
-159.18367346938777,-0.19521666666517382
-157.14285714285714,-0.20994999999644862
-155.10204081632654,-0.22099999999827516
-153.0612244897959,-0.2357333333340739
-151.0204081632653,-0.2541500000049106
-148.9795918367347,-0.272566666686562
-146.9387755102041,-0.2983500000082111
-144.89795918367346,-0.3278166666491851
-142.85714285714286,-0.3425499999818368
-140.81632653061223,-0.3499166666503673
-138.77551020408163,-0.3609666666521802
-136.73469387755102,-0.38674999998530246
-134.69387755102042,-0.42358333331600934
-132.6530612244898,-0.4530499999812965
-130.6122448979592,-0.4825166666443692
-128.57142857142856,-0.5082999999737781
-126.53061224489795,-0.519349999976298
-124.48979591836735,-0.5451333333095498
-122.44897959183673,-0.5782833333055076
-120.40816326530611,-0.5966999999703236
-118.36734693877551,-0.6151166666379165
-116.3265306122449,-0.6445833333023798
-114.28571428571428,-0.6666833333016969
-112.24489795918367,-0.6777333333073848
-110.20408163265306,-0.6961499999732362
-108.16326530612244,-0.7145666666431467
-106.12244897959184,-0.7329833333195882
-104.08163265306122,-0.7624499999905805
-102.0408163265306,-0.791916666650632
-100.0,-0.8140166666571402
-97.95918367346938,-0.8324333333848828
-95.91836734693878,-0.8619000000449603
-93.87755102040816,-0.8913666666698394
-91.83673469387755,-0.9466166666903711
-89.79591836734694,-1.1013166667048866
-87.75510204081633,-1.377566666712133
-85.71428571428571,-1.756950000052836
-83.6734693877551,-2.3020833333491457
-81.63265306122449,-2.9098333332800412
-79.59183673469387,-3.4402333332398993
-77.55102040816327,-3.974316666538348
-75.51020408163265,-4.497349999837732
-73.46938775510203,-5.027749999797714
-71.42857142857142,-5.554466666401622
-69.38775510204081,-5.989099999695437
-67.34693877551021,-6.397949999681353
-65.30612244897958,-6.832583333012585
-63.265306122448976,-7.300366666306341
-61.22448979591837,-7.74604999958455
-59.18367346938774,-8.125433332898584
-57.14285714285714,-8.464299999548107
-55.102040816326536,-8.792116666257092
-53.061224489795904,-9.178866666245073
-51.0204081632653,-9.510366666265966
-48.9795918367347,-9.775566666549127
-46.93877551020407,-10.213883332992236
-44.897959183673464,-10.648516665884728
-42.85714285714286,-10.92108333252915
-40.81632653061223,-11.197333332515297
-38.77551020408163,-11.51778333249958
-36.734693877551024,-11.8971666657887
-34.69387755102039,-12.199199999088847
-32.65306122448979,-12.420199999081145
-30.612244897959187,-12.67803333238886
-28.571428571428555,-12.917449999036174
-26.530612244897952,-13.182649999019233
-24.48979591836735,-13.484683332322746
-22.448979591836718,-13.72041666563488
-20.408163265306115,-13.922999998953463
-18.367346938775512,-14.121899998942155
-16.32653061224488,-14.324483332258982
-14.285714285714278,-14.519699998907981
-12.244897959183675,-14.68544999892296
-10.204081632653043,-14.895399998923718
-8.16326530612244,-15.116399998917675
-6.122448979591837,-15.326349998932402
-4.081632653061206,-15.558399998922107
-2.040816326530603,-15.772033332298406
0.0,-15.963566665746004
