x,F1_total
-200.0,-5.371366232079338e-14
-197.9591836734694,-1.0835153749198475e-13
-195.91836734693877,-1.6487869726411131e-13
-193.87755102040816,-2.233790882347969e-13
-191.83673469387756,-2.8394126049092114e-13
-189.79591836734693,-3.466586706268595e-13
-187.75510204081633,-4.116300082215852e-13
-185.71428571428572,-4.789595478769573e-13
-183.6734693877551,-5.487575291358105e-13
-181.6326530612245,-6.211405668389706e-13
-179.59183673469389,-6.962320947494483e-13
-177.55102040816325,-7.741628455719955e-13
-175.51020408163265,-8.55071370834618e-13
-173.46938775510205,-9.391046044772125e-13
-171.42857142857142,-1.0264184744161881e-12
-169.3877551020408,-1.117178566834873e-12
-167.3469387755102,-1.211560848488415e-12
-165.30612244897958,-1.3097524529213018e-12
-163.26530612244898,-1.4119525371856882e-12
-161.22448979591837,-1.5183732164305179e-12
-159.18367346938777,-1.629240584617868e-12
-157.14285714285714,-1.744795830631422e-12
-155.10204081632654,-1.8652964601927874e-12
-153.0612244897959,-1.991017635312015e-12
-151.0204081632653,-2.122253644500652e-12
-148.9795918367347,-2.259319518695925e-12
-146.9387755102041,-2.4025528098218175e-12
-144.89795918367346,-2.552315551189618e-12
-142.85714285714286,-2.708996421566225e-12
-140.81632653061223,-2.8730131377805785e-12
-138.77551020408163,-3.0448151042626773e-12
-136.73469387755102,-3.224886352010835e-12
-134.69387755102042,-3.413748804265522e-12
-132.6530612244898,-3.6119659117608714e-12
-130.6122448979592,-3.820146706985507e-12
-128.57142857142856,-4.0389503346051474e-12
-126.53061224489795,-4.269091124314776e-12
-124.48979591836735,-4.511344283185087e-12
-122.44897959183673,-4.7665522974060685e-12
-120.40816326530611,-5.035632148650731e-12
-118.36734693877551,-5.319583468639555e-12
-116.3265306122449,-5.619497777572171e-12
-114.28571428571428,-5.936568978783999e-12
-112.24489795918367,-6.2721053143953476e-12
-110.20408163265306,-6.6275430262632025e-12
-108.16326530612244,-7.004462015049919e-12
-106.12244897959184,-7.404603850049733e-12
-104.08163265306122,-7.829892556644044e-12
-102.0408163265306,-8.28245870094434e-12
-100.0,-8.764667407700994e-12
-97.95918367346938,-9.279151095103745e-12
-95.91836734693878,-9.828847898401427e-12
-93.87755102040816,-1.0417046996610735e-11
-91.83673469387755,-1.104744237133653e-11
-89.79591836734694,-1.1724196939570623e-11
-87.75510204081633,-1.2452019549710276e-11
-85.71428571428571,-1.3236258064358646e-11
-83.6734693877551,-1.408301275136156e-11
-81.63265306122449,-1.4999275580012985e-11
-79.59183673469387,-1.5993102945325668e-11
-77.55102040816327,-1.7073832087578437e-11
-75.51020408163265,-1.8252355461897526e-11
-73.46938775510203,-1.9541473235344987e-11
-71.42857142857142,-2.0956353107532397e-11
-69.38775510204081,-2.2515140778287126e-11
-67.34693877551021,-2.423978724974009e-11
-65.30612244897958,-2.6157197579142584e-11
-63.265306122448976,-2.8300873220615902e-11
-61.22448979591837,-3.071334516670009e-11
-59.18367346938774,-3.344994205736847e-11
-57.14285714285714,-3.658496509880816e-11
-55.102040816326536,-4.022258819062011e-11
-53.061224489795904,-4.451816476161001e-11
-51.0204081632653,-4.972655493656491e-11
-48.9795918367347,-5.6341498313178724e-11
-46.93877551020407,-6.574523917616425e-11
-44.897959183673464,-2.72016912680455e-10
-42.85714285714286,-0.05156666694831085
-40.81632653061223,-0.16206666675877504
-38.77551020408163,-0.27625000010166734
-36.734693877551024,-0.44200000010166035
-34.69387755102039,-0.6335333334309743
-32.65306122448979,-0.8287500001053468
-30.612244897959187,-1.0718500001133688
-28.571428571428555,-1.3665166667882083
-26.530612244897952,-1.7606333334579116
-24.48979591836735,-2.2505166668012317
-22.448979591836718,-2.839850000142164
-20.408163265306115,-3.569150000126341
-18.367346938775512,-4.405266666771087
-16.32653061224488,-5.311366666767996
-14.285714285714278,-6.361116666770534
-12.244897959183675,-7.569250000102076
-10.204081632653043,-8.91735000009768
-8.16326530612244,-10.464350000039868
-6.122448979591837,-12.029766666598865
-4.081632653061206,-13.514149999904882
-2.040816326530603,-15.046416666648533
0.0,-16.61551666674504
